Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M Dodge,NYG,4,208,52.0,67,0,0.0,2,50.0,0,39.8
D Colquitt,KC,5,264,52.8,64,1,20.0,2,40.0,0,42.6
S Lechler,OAK,8,390,48.8,61,3,37.5,0,0.0,0,40.5
R Malone,TB,5,197,39.4,61,2,40.0,1,20.0,0,32.2
S Koch,BAL,5,233,46.6,60,1,20.0,1,20.0,0,37.2
M Scifres,SD,4,173,43.3,58,3,75.0,0,0.0,0,31.5
M McBriar,DAL,4,199,49.8,58,2,50.0,0,0.0,0,46.3
J Baker,CAR,9,414,46.0,57,1,11.1,1,11.1,0,39.2
S Weatherford,NYJ,4,190,47.5,57,2,50.0,0,0.0,0,45.3
B Graham,ARZ,7,333,47.6,55,2,28.6,2,28.6,0,38.4
B Fields,MIA,7,281,40.1,54,3,42.9,0,0.0,0,36.3
D Sepulveda,PIT,7,315,45.0,54,4,57.1,1,14.3,0,39.7
N Harris,DET,6,278,46.3,53,3,50.0,2,33.3,0,23.5
A Lee,SF,6,227,37.8,53,2,33.3,1,16.7,0,30.0
R Hodges,CLE,5,220,44.0,53,2,40.0,0,0.0,0,37.4
D Jones,STL,5,234,46.8,52,0,0.0,0,0.0,0,44.6
M Koenen,ATL,4,180,45.0,51,1,25.0,0,0.0,0,34.3
B Kern,TEN,5,169,33.8,51,2,40.0,0,0.0,0,31.4
B Colquitt,DEN,9,335,37.2,50,1,11.1,0,0.0,0,33.2
B Maynard,CHI,4,175,43.8,49,0,0.0,0,0.0,0,42.0
K Huber,CIN,2,71,35.5,48,0,0.0,0,0.0,0,35.5
M Turk,HOU,6,244,40.7,47,3,50.0,0,0.0,0,34.0
C Kluwe,MIN,5,208,41.6,47,1,20.0,0,0.0,0,39.4
S Rocca,PHI,3,134,44.7,47,1,33.3,0,0.0,0,39.3
T Masthay,GB,5,196,39.2,47,2,40.0,0,0.0,0,38.2
P McAfee,IND,2,81,40.5,46,1,50.0,0,0.0,0,36.0
H Smith,WSH,4,126,31.5,45,2,50.0,0,0.0,0,9.8
Z Mesko,NE,3,132,44.0,45,1,33.3,0,0.0,0,43.7
B Moorman,BUF,1,44,44.0,44,0,0.0,1,100.0,0,24.0
J Ryan,SEA,2,78,39.0,41,0,0.0,0,0.0,0,39.0
T Morstead,NO,1,40,40.0,40,1,100.0,0,0.0,0,40.0
A Podlesh,JAX,2,67,33.5,38,1,50.0,0,0.0,0,33.5
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,NE,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,SD,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
