Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M McBriar,DAL,6,317,52.8,65,3,50.0,1,16.7,0,45.8
T Morstead,NO,5,232,46.4,63,3,60.0,1,20.0,0,38.8
D Colquitt,KC,8,351,43.9,60,1,12.5,1,12.5,0,37.6
S Lechler,OAK,6,277,46.2,56,1,16.7,1,16.7,0,40.0
N Harris,DET,9,424,47.1,56,3,33.3,0,0.0,0,40.2
C Kluwe,MIN,4,191,47.8,56,4,100.0,0,0.0,0,46.0
B Graham,ARZ,8,376,47.0,56,0,0.0,0,0.0,0,36.3
J Ryan,SEA,5,209,41.8,55,0,0.0,0,0.0,0,36.0
S Rocca,PHI,4,148,37.0,55,1,25.0,1,25.0,0,32.0
T Masthay,GB,2,99,49.5,55,2,100.0,0,0.0,0,47.5
B Fields,MIA,3,144,48.0,54,2,66.7,0,0.0,0,44.0
P McAfee,IND,5,189,37.8,54,1,20.0,0,0.0,0,36.8
S Weatherford,NYJ,7,295,42.1,53,3,42.9,1,14.3,0,35.4
J Baker,CAR,7,329,47.0,52,1,14.3,1,14.3,0,42.0
R Hodges,CLE,3,107,35.7,51,2,66.7,0,0.0,0,35.7
Z Mesko,NE,5,207,41.4,51,1,20.0,1,20.0,0,33.8
K Huber,CIN,4,166,41.5,50,1,25.0,0,0.0,1,33.2
M Dodge,NYG,1,50,50.0,50,0,0.0,0,0.0,0,44.0
D Sepulveda,PIT,5,203,40.6,48,2,40.0,1,20.0,0,34.8
M Scifres,SD,3,86,28.7,47,2,66.7,0,0.0,0,27.0
B Maynard,CHI,4,166,41.5,46,1,25.0,0,0.0,0,40.0
R Malone,TB,3,117,39.0,41,2,66.7,0,0.0,0,39.0
B Moorman,BUF,3,87,29.0,38,2,66.7,0,0.0,0,28.0
M Turk,HOU,2,70,35.0,36,0,0.0,0,0.0,0,35.0
M Koenen,ATL,3,96,32.0,34,2,66.7,0,0.0,0,32.0
R Succop,KC,1,33,33.0,33,0,0.0,1,100.0,0,13.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
K Brown,SD,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Reed,SF,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
W Welker,NE,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
C Barth,TB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,MIA,0,0,-,0,0,-,0,-,0,0.0
