Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
B Graham,ARZ,6,283,47.2,65,0,0.0,1,16.7,0,34.8
T Morstead,NO,2,120,60.0,64,1,50.0,0,0.0,0,53.5
S Weatherford,NYJ,8,354,44.3,61,5,62.5,1,12.5,0,41.0
M McBriar,DAL,2,110,55.0,59,1,50.0,0,0.0,0,55.0
S Koch,BAL,7,305,43.6,58,3,42.9,1,14.3,0,38.6
M Scifres,SD,3,154,51.3,57,2,66.7,0,0.0,0,41.7
D Jones,STL,5,204,40.8,57,0,0.0,1,20.0,0,36.2
J Ryan,SEA,4,161,40.3,57,0,0.0,0,0.0,0,36.0
K Huber,CIN,7,290,41.4,57,2,28.6,0,0.0,0,40.0
B Colquitt,DEN,4,201,50.3,57,0,0.0,1,25.0,0,40.5
B Maynard,CHI,5,218,43.6,56,0,0.0,0,0.0,0,35.0
J Baker,CAR,4,189,47.3,56,1,25.0,0,0.0,0,41.0
B Kern,TEN,7,328,46.9,56,2,28.6,0,0.0,0,43.6
H Smith,WSH,6,263,43.8,55,2,33.3,0,0.0,0,40.3
D Colquitt,KC,4,182,45.5,55,3,75.0,0,0.0,1,36.8
D Sepulveda,PIT,4,171,42.8,55,0,0.0,0,0.0,0,43.0
R Malone,TB,9,340,37.8,55,3,33.3,0,0.0,0,35.6
A Lee,SF,2,106,53.0,54,1,50.0,0,0.0,0,50.5
M Turk,HOU,4,199,49.8,53,1,25.0,1,25.0,0,38.5
S Rocca,PHI,3,135,45.0,53,1,33.3,0,0.0,0,42.0
T Masthay,GB,2,88,44.0,53,0,0.0,0,0.0,0,44.0
Z Mesko,NE,3,153,51.0,53,1,33.3,1,33.3,0,41.7
M Dodge,NYG,3,149,49.7,53,1,33.3,0,0.0,0,48.7
B Fields,MIA,2,93,46.5,52,0,0.0,0,0.0,0,37.0
M Koenen,ATL,4,161,40.3,51,2,50.0,0,0.0,0,39.8
A Podlesh,JAX,3,130,43.3,51,2,66.7,0,0.0,0,43.3
C Kluwe,MIN,7,306,43.7,49,3,42.9,0,0.0,0,40.9
P McAfee,IND,4,166,41.5,49,1,25.0,0,0.0,0,36.8
S Lechler,OAK,4,167,41.8,48,1,25.0,0,0.0,0,26.8
N Harris,DET,3,141,47.0,48,1,33.3,0,0.0,0,31.3
B Moorman,BUF,5,182,36.4,47,2,40.0,1,20.0,0,29.4
R Hodges,CLE,3,109,36.3,44,2,66.7,0,0.0,0,25.7
B Roethlisberger,PIT,1,35,35.0,35,0,0.0,1,100.0,0,15.0
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,NE,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,SD,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
