Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M McBriar,DAL,8,357,44.6,63,2,25.0,1,12.5,0,38.3
M Koenen,ATL,4,163,40.8,61,1,25.0,1,25.0,0,35.8
B Fields,MIA,6,288,48.0,61,4,66.7,0,0.0,0,29.3
S Lechler,OAK,5,234,46.8,60,1,20.0,0,0.0,0,42.8
J Baker,CAR,7,344,49.1,60,1,14.3,1,14.3,0,35.6
B Moorman,BUF,6,296,49.3,59,1,16.7,0,0.0,0,41.7
M Scifres,SD,4,180,45.0,59,1,25.0,2,50.0,0,35.0
D Jones,STL,9,396,44.0,59,2,22.2,0,0.0,0,41.2
S Koch,BAL,7,335,47.9,59,2,28.6,0,0.0,0,40.9
J Kapinos,PIT,2,112,56.0,59,0,0.0,1,50.0,0,40.5
B Colquitt,DEN,5,257,51.4,57,2,40.0,0,0.0,0,32.4
T Masthay,GB,8,348,43.5,56,4,50.0,1,12.5,0,36.6
S Rocca,PHI,7,268,38.3,55,3,42.9,0,0.0,0,38.3
M Turk,HOU,3,116,38.7,54,1,33.3,0,0.0,0,37.7
N Harris,DET,4,178,44.5,54,1,25.0,1,25.0,0,37.3
B Maynard,CHI,8,364,45.5,53,2,25.0,1,12.5,0,36.8
A Lee,SF,7,266,38.0,53,3,42.9,1,14.3,0,32.7
B Graham,ARZ,8,330,41.3,53,2,25.0,1,12.5,0,38.8
K Huber,CIN,4,162,40.5,53,1,25.0,0,0.0,0,37.0
M Dodge,NYG,7,291,41.6,53,2,28.6,1,14.3,0,28.3
C Kluwe,MIN,5,215,43.0,51,2,40.0,0,0.0,0,39.8
R Hodges,CLE,3,131,43.7,51,0,0.0,0,0.0,0,42.0
A Podlesh,JAX,4,177,44.3,51,1,25.0,0,0.0,0,37.8
D Colquitt,KC,6,226,37.7,50,3,50.0,0,0.0,0,37.7
S Weatherford,NYJ,6,248,41.3,49,4,66.7,0,0.0,0,34.0
P McAfee,IND,5,191,38.2,49,0,0.0,0,0.0,0,36.8
Z Mesko,NE,2,96,48.0,49,1,50.0,0,0.0,0,48.0
B Kern,TEN,5,211,42.2,48,2,40.0,0,0.0,0,42.2
R Malone,TB,1,46,46.0,46,0,0.0,0,0.0,0,39.0
S Paulescu,WSH,4,174,43.5,45,1,25.0,1,25.0,0,32.5
J Ryan,SEA,7,243,34.7,40,4,57.1,0,0.0,0,33.4
T Morstead,NO,3,113,37.7,39,1,33.3,1,33.3,0,29.7
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,NE,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Reed,SF,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,SD,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
