Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
S Lechler,OAK,4,219,54.8,68,1,25.0,0,0.0,0,49.5
D Jones,STL,6,325,54.2,63,3,50.0,1,16.7,0,45.7
M Scifres,SD,8,382,47.8,60,0,0.0,3,37.5,0,20.3
B Kern,TEN,4,200,50.0,60,2,50.0,0,0.0,0,44.5
B Graham,ARZ,6,262,43.7,59,2,33.3,0,0.0,0,39.0
M Turk,HOU,2,91,45.5,58,1,50.0,0,0.0,0,39.0
S Rocca,PHI,5,249,49.8,58,0,0.0,0,0.0,0,47.8
T Morstead,NO,5,216,43.2,58,2,40.0,0,0.0,0,42.8
M McBriar,DAL,6,244,40.7,57,3,50.0,2,33.3,0,34.0
K Huber,CIN,3,139,46.3,57,0,0.0,1,33.3,0,38.3
C Bryan,TB,7,288,41.1,57,2,28.6,0,0.0,0,37.0
S Weatherford,NYJ,6,274,45.7,56,4,66.7,0,0.0,0,44.8
S Koch,BAL,6,244,40.7,56,2,33.3,0,0.0,0,30.3
A Podlesh,JAX,4,165,41.3,56,2,50.0,0,0.0,0,40.3
D Sepulveda,PIT,5,254,50.8,55,0,0.0,0,0.0,0,46.8
M Koenen,ATL,7,281,40.1,54,4,57.1,0,0.0,0,39.1
B Moorman,BUF,7,298,42.6,53,1,14.3,1,14.3,0,38.4
R Hodges,CLE,6,266,44.3,52,0,0.0,1,16.7,0,37.0
J Bidwell,WSH,6,247,41.2,51,2,33.3,0,0.0,0,39.3
D Colquitt,KC,9,344,38.2,51,3,33.3,0,0.0,0,34.6
B Fields,MIA,7,288,41.1,51,2,28.6,1,14.3,0,34.0
B Colquitt,DEN,4,172,43.0,51,1,25.0,0,0.0,0,36.5
C Kluwe,MIN,7,310,44.3,49,2,28.6,0,0.0,0,43.3
J Ryan,SEA,5,207,41.4,49,1,20.0,0,0.0,0,36.0
N Harris,DET,8,337,42.1,48,0,0.0,0,0.0,0,40.0
J Baker,CAR,4,173,43.3,48,0,0.0,0,0.0,0,36.5
T Masthay,GB,4,166,41.5,48,0,0.0,0,0.0,0,38.0
A Lee,SF,6,249,41.5,47,2,33.3,1,16.7,0,35.3
M Dodge,NYG,2,86,43.0,45,0,0.0,0,0.0,1,16.0
Z Mesko,NE,1,43,43.0,43,0,0.0,0,0.0,0,43.0
P McAfee,IND,5,178,35.6,41,2,40.0,2,40.0,0,19.8
B Maynard,CHI,5,151,30.2,38,4,80.0,1,20.0,0,25.6
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
J Nedney,SF,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Reed,SF,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,SD,0,0,-,0,0,-,0,-,0,0.0
