Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
K Huber,CIN,6,308,51.3,72,1,16.7,2,33.3,0,41.8
S Lechler,OAK,4,211,52.8,63,1,25.0,0,0.0,0,47.8
B Moorman,BUF,4,194,48.5,61,1,25.0,0,0.0,0,43.8
A Lee,SF,3,161,53.7,60,1,33.3,1,33.3,0,39.3
D Colquitt,KC,4,212,53.0,60,0,0.0,0,0.0,0,52.0
C Kluwe,MIN,7,297,42.4,59,1,14.3,0,0.0,0,40.4
P McAfee,IND,2,105,52.5,58,1,50.0,1,50.0,0,42.5
R Hodges,CLE,5,234,46.8,57,1,20.0,1,20.0,0,41.2
T Masthay,GB,6,284,47.3,57,1,16.7,1,16.7,0,36.2
D Jones,STL,4,183,45.8,56,2,50.0,0,0.0,0,39.8
M Turk,HOU,7,312,44.6,53,4,57.1,1,14.3,0,38.6
N Harris,DET,3,134,44.7,53,1,33.3,0,0.0,0,32.3
S Weatherford,NYJ,7,324,46.3,53,4,57.1,0,0.0,0,43.1
S Koch,BAL,4,174,43.5,53,1,25.0,1,25.0,0,38.5
T Morstead,NO,3,138,46.0,53,0,0.0,0,0.0,0,44.7
B Colquitt,DEN,7,281,40.1,53,0,0.0,0,0.0,0,35.7
H Smith,WSH,8,357,44.6,52,5,62.5,0,0.0,0,35.3
J Baker,CAR,9,403,44.8,51,4,44.4,0,0.0,0,37.2
S Rocca,PHI,4,161,40.3,51,1,25.0,0,0.0,0,38.0
M Dodge,NYG,4,197,49.3,51,1,25.0,0,0.0,0,42.8
M Koenen,ATL,4,173,43.3,48,2,50.0,1,25.0,0,37.5
B Graham,ARZ,5,189,37.8,46,3,60.0,0,0.0,0,37.8
B Kern,TEN,5,174,34.8,45,2,40.0,0,0.0,0,34.6
B Maynard,CHI,6,234,39.0,44,3,50.0,0,0.0,0,37.5
C Bryan,TB,6,203,33.8,44,3,50.0,0,0.0,0,29.3
M Scifres,SD,1,42,42.0,42,0,0.0,0,0.0,2,-1.3
M McBriar,DAL,2,72,36.0,39,2,100.0,0,0.0,0,36.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Carney,NO,0,0,-,0,0,-,0,-,0,0.0
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
J Nedney,SF,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,SD,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
