Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
B Fields,MIA,10,564,56.4,69,1,10.0,0,0.0,0,49.6
K Huber,CIN,5,217,43.4,67,1,20.0,1,20.0,0,39.2
T Masthay,GB,8,404,50.5,62,3,37.5,1,12.5,0,43.4
M McBriar,DAL,5,239,47.8,61,2,40.0,0,0.0,0,42.4
D Colquitt,KC,8,365,45.6,61,3,37.5,0,0.0,0,36.1
B Colquitt,DEN,5,281,56.2,60,0,0.0,0,0.0,0,41.8
C Kluwe,MIN,10,458,45.8,59,4,40.0,1,10.0,0,42.4
M Dodge,NYG,7,324,46.3,59,3,42.9,0,0.0,0,33.4
R Malone,TB,4,176,44.0,59,3,75.0,0,0.0,0,39.3
D Jones,STL,4,219,54.8,58,2,50.0,0,0.0,0,50.8
M Koenen,ATL,7,283,40.4,58,3,42.9,1,14.3,0,35.9
S Koch,BAL,7,318,45.4,58,5,71.4,0,0.0,0,43.1
A Lee,SF,5,247,49.4,57,1,20.0,1,20.0,0,37.6
J Baker,CAR,7,318,45.4,56,1,14.3,0,0.0,0,44.7
M Scifres,SD,2,110,55.0,56,0,0.0,1,50.0,0,39.5
M Turk,HOU,4,186,46.5,54,1,25.0,0,0.0,0,40.5
R Hodges,CLE,4,199,49.8,53,2,50.0,0,0.0,0,39.5
J Kapinos,PIT,5,176,35.2,53,3,60.0,0,0.0,0,30.6
S Rocca,PHI,3,136,45.3,53,2,66.7,0,0.0,0,49.7
B Moorman,BUF,4,174,43.5,52,1,25.0,1,25.0,0,36.8
N Harris,DET,8,354,44.3,51,2,25.0,1,12.5,0,38.3
S Weatherford,NYJ,8,307,38.4,51,6,75.0,1,12.5,0,35.9
H Smith,WSH,5,193,38.6,50,0,0.0,0,0.0,0,34.8
S Lechler,OAK,5,210,42.0,50,1,20.0,0,0.0,0,39.8
T Morstead,NO,2,90,45.0,50,0,0.0,1,50.0,0,30.0
A Podlesh,JAX,5,207,41.4,47,3,60.0,0,0.0,0,39.6
B Graham,ARZ,5,188,37.6,46,3,60.0,0,0.0,0,35.6
B Kern,TEN,4,165,41.3,46,0,0.0,0,0.0,0,41.3
P McAfee,IND,3,126,42.0,45,1,33.3,0,0.0,0,42.0
J Ryan,SEA,2,82,41.0,44,1,50.0,0,0.0,0,39.5
B Maynard,CHI,5,161,32.2,38,2,40.0,0,0.0,0,23.6
Z Mesko,NE,2,71,35.5,38,0,0.0,1,50.0,0,17.0
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,NE,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Reed,SF,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,SD,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
