Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
N Harris,DET,4,210,52.5,66,1,25.0,0,0.0,0,48.8
M Dodge,NYG,6,273,45.5,64,1,16.7,0,0.0,0,41.5
S Rocca,PHI,7,341,48.7,63,2,28.6,1,14.3,0,41.0
B Colquitt,DEN,4,205,51.3,63,2,50.0,0,0.0,0,30.8
B Graham,ARZ,5,220,44.0,62,1,20.0,1,20.0,0,36.6
D Colquitt,KC,6,249,41.5,59,2,33.3,1,16.7,0,37.3
B Fields,MIA,6,242,40.3,59,4,66.7,0,0.0,0,38.0
D Sepulveda,PIT,8,348,43.5,59,0,0.0,3,37.5,0,30.6
K Huber,CIN,8,353,44.1,59,0,0.0,1,12.5,0,37.8
S Weatherford,NYJ,4,205,51.3,58,1,25.0,1,25.0,0,39.8
T Morstead,NO,6,280,46.7,58,4,66.7,0,0.0,0,41.8
B Kern,TEN,5,244,48.8,57,1,20.0,0,0.0,0,42.2
J Ryan,SEA,2,107,53.5,56,1,50.0,0,0.0,0,52.5
Z Mesko,NE,3,146,48.7,56,1,33.3,0,0.0,0,45.0
A Lee,SF,3,141,47.0,54,1,33.3,0,0.0,0,32.7
D Jones,STL,7,319,45.6,54,3,42.9,0,0.0,0,37.9
J Baker,CAR,5,205,41.0,53,2,40.0,0,0.0,0,36.8
M McBriar,DAL,3,127,42.3,53,1,33.3,1,33.3,0,37.3
J Bidwell,WSH,4,192,48.0,52,0,0.0,0,0.0,0,41.0
C Bryan,TB,5,214,42.8,52,1,20.0,0,0.0,0,41.2
B Moorman,BUF,5,232,46.4,51,1,20.0,1,20.0,0,38.0
S Koch,BAL,7,257,36.7,51,4,57.1,0,0.0,0,35.9
C Kluwe,MIN,2,88,44.0,50,0,0.0,1,50.0,0,34.0
P McAfee,IND,5,205,41.0,49,3,60.0,0,0.0,0,40.4
R Hodges,CLE,8,337,42.1,48,4,50.0,1,12.5,0,38.9
S Lechler,OAK,3,129,43.0,47,2,66.7,1,33.3,0,36.3
B Maynard,CHI,6,236,39.3,46,1,16.7,1,16.7,0,25.0
T Masthay,GB,3,121,40.3,45,0,0.0,1,33.3,0,33.7
M Turk,HOU,3,121,40.3,44,1,33.3,1,33.3,0,33.7
M Koenen,ATL,2,68,34.0,41,0,0.0,1,50.0,0,24.0
M Scifres,SD,1,34,34.0,34,0,0.0,0,0.0,1,17.0
C Barth,TB,1,33,33.0,33,0,0.0,1,100.0,0,13.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
J Nedney,SF,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
D Akers,PHI,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Reed,SF,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,SD,0,0,-,0,0,-,0,-,0,0.0
