Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M Scifres,SD,3,168,56.0,63,0,0.0,1,33.3,1,32.8
M McBriar,DAL,3,134,44.7,63,1,33.3,0,0.0,0,39.3
J Ryan,SEA,9,406,45.1,63,5,55.6,0,0.0,0,41.9
B Kern,TEN,6,279,46.5,63,4,66.7,0,0.0,0,44.2
K Huber,CIN,9,359,39.9,61,3,33.3,0,0.0,0,36.8
S Lechler,OAK,5,264,52.8,60,0,0.0,0,0.0,0,34.6
M Turk,HOU,5,222,44.4,59,1,20.0,0,0.0,0,36.4
D Jones,STL,5,241,48.2,59,2,40.0,0,0.0,0,40.4
C Kluwe,MIN,4,189,47.3,58,3,75.0,1,25.0,0,41.3
S Weatherford,NYJ,5,216,43.2,58,1,20.0,0,0.0,0,43.2
A Lee,SF,6,296,49.3,57,4,66.7,0,0.0,0,44.2
A Podlesh,JAX,5,242,48.4,57,1,20.0,2,40.0,0,38.0
B Moorman,BUF,7,309,44.1,56,0,0.0,1,14.3,0,36.1
N Harris,DET,9,418,46.4,56,1,11.1,2,22.2,0,35.6
D Colquitt,KC,6,260,43.3,56,3,50.0,2,33.3,0,29.7
H Smith,WSH,9,361,40.1,55,1,11.1,0,0.0,0,31.3
B Fields,MIA,4,196,49.0,55,1,25.0,0,0.0,0,43.0
J Kapinos,PIT,4,178,44.5,55,2,50.0,1,25.0,0,37.0
T Morstead,NO,4,175,43.8,55,3,75.0,0,0.0,0,34.3
T Masthay,GB,8,352,44.0,55,5,62.5,1,12.5,0,41.5
Z Mesko,NE,5,237,47.4,55,1,20.0,1,20.0,0,42.0
R Malone,TB,6,252,42.0,55,2,33.3,0,0.0,0,38.3
D Sepulveda,PIT,4,192,48.0,54,2,50.0,0,0.0,0,43.8
J Baker,CAR,5,222,44.4,53,1,20.0,1,20.0,0,37.8
B Graham,ARZ,4,172,43.0,52,2,50.0,1,25.0,0,38.0
B Colquitt,DEN,7,236,33.7,48,4,57.1,0,0.0,0,31.6
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,CAR,0,0,-,0,0,-,0,-,0,0.0
J Nedney,SF,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,SEA,0,0,-,0,0,-,0,-,0,0.0
K Brown,SD,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
J Reed,SF,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
C Barth,TB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,MIA,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
D Buehler,DAL,0,0,-,0,0,-,0,-,0,0.0
