Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
S Lechler,OAK,5,273,54.6,80,3,60.0,1,20.0,0,49.2
J Ryan,SEA,6,267,44.5,67,4,66.7,0,0.0,0,43.3
M Scifres,SD,6,308,51.3,62,1,16.7,1,16.7,0,38.0
A Lee,SF,5,288,57.6,61,1,20.0,0,0.0,0,48.0
B Colquitt,DEN,9,391,43.4,61,3,33.3,2,22.2,0,37.2
B Fields,MIA,4,198,49.5,58,2,50.0,0,0.0,0,39.3
K Huber,CIN,4,191,47.8,58,0,0.0,0,0.0,0,43.3
D Jones,STL,7,329,47.0,57,1,14.3,0,0.0,0,33.4
M Bosher,ATL,5,252,50.4,57,1,20.0,2,40.0,0,41.4
B Hartmann,HOU,10,436,43.6,56,3,30.0,1,10.0,0,41.2
D Zastudil,ARZ,5,230,46.0,55,2,40.0,1,20.0,0,24.2
T Masthay,GB,5,207,41.4,55,4,80.0,1,20.0,0,37.8
Z Mesko,NE,3,145,48.3,55,2,66.7,0,0.0,0,48.3
B Moorman,BUF,7,313,44.7,54,3,42.9,1,14.3,0,38.9
P McAfee,IND,5,228,45.6,54,0,0.0,0,0.0,0,41.0
N Harris,JAX,9,380,42.2,53,2,22.2,0,0.0,0,32.1
J Baker,CAR,4,181,45.3,52,2,50.0,0,0.0,0,46.0
J Kapinos,PIT,5,211,42.2,52,2,40.0,1,20.0,0,34.0
A Podlesh,CHI,5,225,45.0,52,0,0.0,0,0.0,0,44.8
T Morstead,NO,2,84,42.0,52,2,100.0,0,0.0,0,42.5
M Koenen,TB,5,194,38.8,51,1,20.0,1,20.0,0,34.2
C Kluwe,MIN,7,331,47.3,51,1,14.3,0,0.0,0,39.6
S Rocca,WSH,4,178,44.5,51,1,25.0,1,25.0,0,39.3
T Conley,NYJ,5,208,41.6,51,2,40.0,0,0.0,0,39.8
C Henry,PHI,5,199,39.8,51,1,20.0,0,0.0,0,37.2
S Koch,BAL,4,170,42.5,50,2,50.0,1,25.0,0,37.5
M McBriar,DAL,5,205,41.0,48,1,20.0,0,0.0,0,39.2
B Maynard,CLE,5,215,43.0,47,2,40.0,0,0.0,0,44.0
D Colquitt,KC,3,112,37.3,46,0,0.0,0,0.0,0,37.3
B Graham,DET,4,148,37.0,46,1,25.0,1,25.0,0,32.5
S Weatherford,NYG,2,76,38.0,46,1,50.0,1,50.0,0,28.0
B Kern,TEN,3,88,29.3,41,3,100.0,0,0.0,0,29.3
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,BAL,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
