Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
J Ryan,SEA,7,351,50.1,67,1,14.3,2,28.6,0,42.4
B Colquitt,DEN,9,435,48.3,66,2,22.2,0,0.0,0,41.4
M Koenen,TB,8,381,47.6,65,3,37.5,0,0.0,0,43.5
D Colquitt,KC,7,368,52.6,65,3,42.9,0,0.0,0,47.0
T Masthay,GB,3,178,59.3,65,3,100.0,0,0.0,0,55.3
B Fields,MIA,8,397,49.6,64,3,37.5,2,25.0,0,39.0
M McBriar,DAL,3,145,48.3,60,2,66.7,0,0.0,0,45.3
S Lechler,OAK,6,289,48.2,59,2,33.3,1,16.7,0,41.0
D Jones,STL,5,237,47.4,59,3,60.0,1,20.0,0,42.0
D Zastudil,ARZ,4,191,47.8,58,2,50.0,0,0.0,0,36.0
M Scifres,SD,4,201,50.3,58,1,25.0,0,0.0,0,46.8
S Koch,BAL,9,470,52.2,58,3,33.3,1,11.1,0,45.9
B Hartmann,HOU,2,96,48.0,57,0,0.0,0,0.0,0,31.5
P McAfee,IND,6,279,46.5,56,2,33.3,0,0.0,0,42.0
B Kern,TEN,7,319,45.6,54,2,28.6,1,14.3,0,42.7
T Morstead,NO,1,53,53.0,53,0,0.0,0,0.0,0,40.0
B Maynard,CLE,5,193,38.6,51,0,0.0,0,0.0,0,30.8
R Donahue,DET,6,263,43.8,51,2,33.3,0,0.0,0,33.5
C Kluwe,MIN,4,161,40.3,49,1,25.0,0,0.0,0,29.8
D Sepulveda,PIT,3,118,39.3,49,2,66.7,0,0.0,0,39.3
J Baker,CAR,3,116,38.7,48,2,66.7,0,0.0,0,40.0
N Harris,JAX,7,286,40.9,47,2,28.6,0,0.0,0,40.0
A Podlesh,CHI,6,228,38.0,45,2,33.3,0,0.0,0,36.7
M Bosher,ATL,5,177,35.4,45,2,40.0,0,0.0,0,35.4
T Conley,NYJ,3,110,36.7,42,1,33.3,0,0.0,0,36.7
S Rocca,WSH,1,37,37.0,37,0,0.0,0,0.0,0,37.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
C Barth,TB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,MIA,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
R Succop,KC,0,0,-,0,0,-,0,-,0,0.0
G Gano,WSH,0,0,-,0,0,-,0,-,0,0.0
