Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M Scifres,SD,6,322,53.7,71,2,33.3,1,16.7,0,44.0
A Podlesh,CHI,6,280,46.7,70,0,0.0,1,16.7,0,43.0
D Colquitt,KC,7,339,48.4,67,3,42.9,2,28.6,0,40.4
D Jones,STL,5,236,47.2,64,0,0.0,1,20.0,0,42.0
T Morstead,NO,5,202,40.4,64,3,60.0,1,20.0,0,36.4
R Malone,DET,5,245,49.0,62,0,0.0,0,0.0,0,24.6
S Lechler,OAK,4,195,48.8,60,2,50.0,0,0.0,0,46.5
B Colquitt,DEN,7,307,43.9,60,4,57.1,0,0.0,0,39.7
B Moorman,BUF,3,156,52.0,59,1,33.3,0,0.0,0,50.7
K Huber,CIN,6,276,46.0,59,1,16.7,1,16.7,0,40.2
Z Mesko,NE,4,187,46.8,58,2,50.0,0,0.0,0,43.8
A Lee,SF,3,164,54.7,57,1,33.3,0,0.0,0,50.7
S Koch,BAL,4,188,47.0,57,2,50.0,0,0.0,0,44.0
J Kapinos,PIT,5,257,51.4,57,1,20.0,0,0.0,0,41.8
J Baker,CAR,8,365,45.6,56,1,12.5,0,0.0,0,32.8
D Zastudil,ARZ,6,278,46.3,56,1,16.7,0,0.0,0,43.5
M Bosher,ATL,5,227,45.4,55,1,20.0,0,0.0,0,41.8
T Conley,NYJ,5,242,48.4,55,2,40.0,1,20.0,0,41.2
C Kluwe,MIN,6,263,43.8,53,3,50.0,0,0.0,0,30.5
B Hartmann,HOU,4,181,45.3,53,1,25.0,0,0.0,0,36.8
M McBriar,DAL,1,52,52.0,52,1,100.0,0,0.0,0,52.0
M Koenen,TB,6,265,44.2,52,2,33.3,0,0.0,0,42.5
T Masthay,GB,2,99,49.5,52,0,0.0,0,0.0,0,43.0
C Henry,PHI,8,342,42.8,52,4,50.0,0,0.0,0,39.4
N Harris,JAX,6,232,38.7,51,1,16.7,0,0.0,0,36.8
P McAfee,IND,6,246,41.0,51,2,33.3,0,0.0,0,41.0
J Ryan,SEA,5,218,43.6,50,1,20.0,0,0.0,0,37.6
B Fields,MIA,1,49,49.0,49,0,0.0,0,0.0,0,27.0
S Rocca,WSH,2,93,46.5,49,0,0.0,0,0.0,0,35.5
S Weatherford,NYG,2,77,38.5,48,0,0.0,0,0.0,0,38.5
B Kern,TEN,5,221,44.2,48,1,20.0,1,20.0,0,38.2
B Maynard,CLE,5,208,41.6,44,1,20.0,0,0.0,0,36.6
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
