Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
T Masthay,GB,5,267,53.4,71,3,60.0,0,0.0,0,46.2
B Moorman,BUF,8,384,48.0,62,2,25.0,0,0.0,0,35.4
A Lee,SF,6,285,47.5,62,4,66.7,0,0.0,0,49.2
P McAfee,IND,7,321,45.9,60,1,14.3,0,0.0,0,40.1
B Colquitt,DEN,3,165,55.0,60,1,33.3,0,0.0,0,47.3
M Koenen,TB,4,204,51.0,59,1,25.0,0,0.0,0,47.3
C Kluwe,MIN,7,337,48.1,59,3,42.9,0,0.0,0,41.7
B Kern,TEN,7,329,47.0,58,3,42.9,0,0.0,0,45.0
M Bosher,ATL,4,204,51.0,58,3,75.0,0,0.0,1,40.8
D Zastudil,ARZ,7,312,44.6,57,4,57.1,1,14.3,0,36.0
D Jones,STL,7,300,42.9,57,3,42.9,1,14.3,0,29.9
S Koch,BAL,2,112,56.0,57,1,50.0,1,50.0,0,46.0
B Fields,MIA,6,278,46.3,56,2,33.3,2,33.3,0,38.7
B Maynard,CLE,7,278,39.7,55,3,42.9,0,0.0,0,35.0
S Lechler,OAK,5,235,47.0,55,3,60.0,0,0.0,0,40.4
T Conley,NYJ,6,242,40.3,55,2,33.3,0,0.0,0,37.8
J Baker,CAR,5,252,50.4,54,1,20.0,0,0.0,0,37.8
D Colquitt,KC,2,99,49.5,54,0,0.0,0,0.0,0,49.5
S Weatherford,NYG,4,196,49.0,54,1,25.0,1,25.0,0,44.5
B Graham,DET,6,257,42.8,52,2,33.3,0,0.0,0,40.0
N Harris,JAX,7,304,43.4,51,1,14.3,0,0.0,0,39.4
T Morstead,NO,1,51,51.0,51,0,0.0,0,0.0,0,51.0
S Rocca,WSH,2,66,33.0,49,0,0.0,0,0.0,0,33.0
A Podlesh,CHI,6,238,39.7,49,1,16.7,0,0.0,0,32.3
J Ryan,SEA,5,201,40.2,47,2,40.0,0,0.0,0,38.8
M McBriar,DAL,3,123,41.0,46,0,0.0,2,66.7,0,28.3
C Henry,PHI,4,136,34.0,45,2,50.0,0,0.0,0,30.0
K Huber,CIN,5,169,33.8,43,0,0.0,0,0.0,0,33.8
Z Mesko,NE,4,162,40.5,43,3,75.0,0,0.0,0,39.5
J Kapinos,PIT,4,154,38.5,42,1,25.0,0,0.0,0,38.5
M Turk,HOU,2,59,29.5,36,1,50.0,0,0.0,0,29.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
D Rayner,BUF,0,0,-,0,0,-,0,-,0,0.0
