Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M McBriar,DAL,3,161,53.7,68,0,0.0,1,33.3,0,43.0
A Lee,SF,4,198,49.5,68,0,0.0,1,25.0,0,45.3
B Moorman,BUF,8,413,51.6,65,2,25.0,1,12.5,0,40.5
D Jones,STL,8,360,45.0,65,2,25.0,1,12.5,0,42.1
B Kern,TEN,6,237,39.5,64,2,33.3,0,0.0,0,36.5
S Lechler,OAK,2,104,52.0,63,1,50.0,0,0.0,0,44.5
S Rocca,WSH,7,321,45.9,63,3,42.9,0,0.0,0,45.7
D Colquitt,KC,3,146,48.7,61,2,66.7,0,0.0,0,44.7
P McAfee,IND,6,266,44.3,59,1,16.7,0,0.0,0,41.5
C Kluwe,MIN,4,213,53.3,58,0,0.0,1,25.0,0,30.5
S Koch,BAL,7,310,44.3,58,3,42.9,2,28.6,0,36.9
D Sepulveda,PIT,4,202,50.5,58,1,25.0,0,0.0,0,46.3
T Morstead,NO,1,58,58.0,58,0,0.0,0,0.0,0,54.0
M Koenen,TB,5,220,44.0,57,3,60.0,0,0.0,0,44.0
J Ryan,SEA,3,149,49.7,57,1,33.3,0,0.0,0,41.7
D Zastudil,ARZ,4,180,45.0,56,0,0.0,0,0.0,0,37.5
R Donahue,DET,6,262,43.7,56,1,16.7,1,16.7,0,37.3
T Conley,NYJ,8,346,43.3,56,2,25.0,1,12.5,0,38.8
M Turk,HOU,4,153,38.3,53,2,50.0,0,0.0,0,36.0
M Scifres,SD,3,151,50.3,53,1,33.3,0,0.0,0,43.0
B Colquitt,DEN,2,98,49.0,53,0,0.0,0,0.0,0,45.5
S Weatherford,NYG,5,223,44.6,52,1,20.0,1,20.0,0,35.0
A Podlesh,CHI,4,157,39.3,51,2,50.0,1,25.0,0,32.5
Z Mesko,NE,3,147,49.0,51,2,66.7,0,0.0,0,43.0
B Hartmann,HOU,5,235,47.0,51,3,60.0,0,0.0,0,38.4
B Fields,MIA,3,135,45.0,50,1,33.3,0,0.0,0,37.7
T Masthay,GB,1,49,49.0,49,0,0.0,0,0.0,0,49.0
M Bosher,ATL,4,150,37.5,48,2,50.0,0,0.0,0,27.5
B Maynard,CLE,4,155,38.8,45,2,50.0,0,0.0,0,34.5
C Henry,PHI,2,87,43.5,45,0,0.0,0,0.0,0,46.5
J Baker,CAR,2,79,39.5,44,0,0.0,0,0.0,0,5.0
K Huber,CIN,5,192,38.4,41,2,40.0,0,0.0,0,38.4
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
