Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
S Lechler,OAK,5,247,49.4,71,2,40.0,0,0.0,0,44.2
D Zastudil,ARZ,7,326,46.6,66,1,14.3,1,14.3,0,30.4
A Lee,SF,7,372,53.1,62,3,42.9,0,0.0,0,46.9
S Weatherford,NYG,4,178,44.5,62,2,50.0,1,25.0,0,37.0
D Colquitt,KC,7,359,51.3,61,3,42.9,0,0.0,0,45.1
Z Mesko,NE,3,135,45.0,61,1,33.3,1,33.3,0,38.3
B Fields,MIA,6,321,53.5,59,2,33.3,0,0.0,0,49.8
M Scifres,SD,3,119,39.7,58,2,66.7,0,0.0,0,39.7
C Henry,PHI,9,419,46.6,58,4,44.4,2,22.2,1,34.7
B Graham,DET,6,286,47.7,57,2,33.3,2,33.3,0,37.3
A Podlesh,CHI,11,526,47.8,57,4,36.4,1,9.1,0,39.4
M McBriar,DAL,3,131,43.7,56,0,0.0,0,0.0,0,36.7
K Huber,CIN,4,186,46.5,56,1,25.0,0,0.0,0,39.0
B Moorman,BUF,2,71,35.5,55,0,0.0,0,0.0,0,28.5
T Morstead,NO,5,249,49.8,55,1,20.0,0,0.0,0,43.0
M Bosher,ATL,6,287,47.8,55,3,50.0,0,0.0,0,46.0
S Koch,BAL,3,145,48.3,54,2,66.7,0,0.0,0,45.7
J Kapinos,PIT,4,165,41.3,54,1,25.0,0,0.0,0,34.0
M Turk,HOU,2,103,51.5,53,1,50.0,0,0.0,0,51.5
C Kluwe,MIN,2,97,48.5,53,0,0.0,1,50.0,0,24.5
P McAfee,IND,6,268,44.7,53,1,16.7,0,0.0,0,34.8
B Colquitt,DEN,8,363,45.4,53,3,37.5,0,0.0,0,40.9
T Conley,NYJ,7,314,44.9,53,3,42.9,0,0.0,0,42.9
B Kern,TEN,5,226,45.2,52,1,20.0,1,20.0,0,37.6
M Koenen,TB,5,189,37.8,51,0,0.0,1,20.0,0,32.8
D Jones,STL,4,181,45.3,50,2,50.0,0,0.0,1,32.8
B Maynard,CLE,6,205,34.2,49,4,66.7,0,0.0,0,34.2
J Baker,CAR,6,256,42.7,48,2,33.3,0,0.0,0,40.3
N Harris,JAX,7,290,41.4,46,2,28.6,1,14.3,0,38.9
S Rocca,WSH,3,112,37.3,45,1,33.3,0,0.0,0,31.3
J Ryan,SEA,3,113,37.7,41,1,33.3,0,0.0,0,37.3
T Masthay,GB,1,40,40.0,40,0,0.0,0,0.0,0,40.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
