Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
S Lechler,OAK,6,339,56.5,67,1,16.7,1,16.7,0,39.8
J Ryan,SEA,8,358,44.8,66,3,37.5,0,0.0,0,42.4
M McBriar,DAL,3,152,50.7,65,2,66.7,0,0.0,0,45.3
B Moorman,BUF,5,253,50.6,63,2,40.0,0,0.0,0,44.4
B Kern,TEN,4,176,44.0,62,0,0.0,0,0.0,0,32.3
B Colquitt,DEN,5,246,49.2,62,4,80.0,0,0.0,0,45.0
A Lee,SF,7,320,45.7,60,2,28.6,0,0.0,0,41.3
T Conley,NYJ,5,230,46.0,60,2,40.0,1,20.0,0,39.0
D Jones,STL,8,372,46.5,59,0,0.0,1,12.5,0,37.1
K Huber,CIN,7,317,45.3,59,3,42.9,1,14.3,0,39.7
S Rocca,WSH,5,232,46.4,58,3,60.0,0,0.0,0,44.4
Z Mesko,NE,3,140,46.7,57,2,66.7,0,0.0,0,40.0
B Fields,MIA,3,151,50.3,55,2,66.7,0,0.0,0,48.3
P McAfee,IND,7,311,44.4,55,3,42.9,0,0.0,0,35.1
M Scifres,SD,2,95,47.5,54,1,50.0,0,0.0,0,29.0
C Kluwe,MIN,6,267,44.5,54,1,16.7,0,0.0,0,38.3
T Morstead,NO,3,148,49.3,54,1,33.3,0,0.0,0,47.7
B Maynard,CLE,5,211,42.2,53,0,0.0,0,0.0,0,36.6
D Colquitt,KC,4,182,45.5,53,1,25.0,0,0.0,0,43.3
S Weatherford,NYG,4,164,41.0,52,1,25.0,0,0.0,0,37.8
R Donahue,DET,7,325,46.4,52,1,14.3,0,0.0,0,33.6
J Baker,CAR,8,307,38.4,51,2,25.0,3,37.5,0,31.1
M Koenen,TB,3,129,43.0,50,1,33.3,0,0.0,0,37.7
D Zastudil,ARZ,5,206,41.2,49,0,0.0,0,0.0,0,35.8
S Koch,BAL,2,89,44.5,49,1,50.0,1,50.0,0,34.5
A Podlesh,CHI,7,298,42.6,49,0,0.0,0,0.0,0,37.0
C Henry,PHI,2,90,45.0,49,1,50.0,0,0.0,0,45.0
M Turk,HOU,6,234,39.0,47,1,16.7,1,16.7,0,31.0
T Masthay,GB,6,229,38.2,47,1,16.7,0,0.0,0,33.2
D Sepulveda,PIT,3,112,37.3,45,1,33.3,1,33.3,0,30.0
B Hartmann,HOU,2,74,37.0,40,0,0.0,0,0.0,0,34.5
M Bosher,ATL,3,94,31.3,38,1,33.3,0,0.0,0,21.7
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
