Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
B Fields,MIA,4,222,55.5,66,1,25.0,2,50.0,0,42.8
B Hartmann,HOU,5,264,52.8,66,0,0.0,2,40.0,0,40.4
B Moorman,BUF,4,194,48.5,62,1,25.0,0,0.0,0,30.5
A Lee,SF,5,226,45.2,61,3,60.0,2,40.0,0,37.2
C Kluwe,MIN,6,297,49.5,60,1,16.7,1,16.7,0,44.2
J Kapinos,PIT,5,271,54.2,59,2,40.0,0,0.0,0,43.4
B Colquitt,DEN,6,307,51.2,59,3,50.0,0,0.0,0,48.8
B Graham,DET,4,183,45.8,58,2,50.0,0,0.0,0,42.5
S Lechler,OAK,8,372,46.5,57,3,37.5,1,12.5,0,40.5
B Kern,TEN,5,239,47.8,57,4,80.0,0,0.0,0,45.8
T Masthay,GB,5,221,44.2,55,4,80.0,0,0.0,0,44.2
D Zastudil,ARZ,7,351,50.1,54,0,0.0,1,14.3,0,44.7
S Koch,BAL,3,108,36.0,54,0,0.0,1,33.3,0,26.3
A Podlesh,CHI,7,304,43.4,54,3,42.9,0,0.0,0,41.6
C Henry,PHI,4,185,46.3,54,1,25.0,1,25.0,0,41.3
D Colquitt,KC,11,447,40.6,53,2,18.2,1,9.1,0,35.3
K Huber,CIN,7,317,45.3,53,4,57.1,0,0.0,0,36.0
T Morstead,NO,4,179,44.8,53,2,50.0,0,0.0,0,41.5
N Harris,JAX,5,217,43.4,52,1,20.0,1,20.0,0,39.4
M Scifres,SD,4,179,44.8,52,0,0.0,0,0.0,0,42.0
Z Mesko,NE,4,187,46.8,52,2,50.0,0,0.0,0,41.5
M Bosher,ATL,4,202,50.5,52,2,50.0,0,0.0,0,48.0
T Conley,NYJ,5,223,44.6,52,1,20.0,0,0.0,0,41.8
M McBriar,DAL,5,191,38.2,50,4,80.0,0,0.0,0,38.0
D Jones,STL,8,317,39.6,49,1,12.5,0,0.0,0,37.3
S Weatherford,NYG,4,177,44.3,49,2,50.0,0,0.0,0,42.8
B Maynard,CLE,8,317,39.6,48,2,25.0,0,0.0,0,30.6
M Koenen,TB,2,82,41.0,47,1,50.0,0,0.0,0,35.0
P McAfee,IND,3,140,46.7,47,1,33.3,0,0.0,0,41.7
J Baker,CAR,3,114,38.0,46,0,0.0,0,0.0,0,24.0
J Ryan,SEA,5,199,39.8,46,2,40.0,0,0.0,0,39.8
S Rocca,WSH,6,224,37.3,43,4,66.7,0,0.0,0,35.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
D Rayner,BUF,0,0,-,0,0,-,0,-,0,0.0
