Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
A Lee,SF,5,284,56.8,66,2,40.0,1,20.0,0,51.4
K Huber,CIN,4,214,53.5,65,1,25.0,1,25.0,0,45.8
B Fields,MIA,4,192,48.0,64,1,25.0,0,0.0,0,41.5
T Morstead,NO,1,64,64.0,64,0,0.0,1,100.0,0,44.0
B Maynard,CLE,6,230,38.3,63,2,33.3,1,16.7,0,35.0
S Koch,BAL,7,327,46.7,63,0,0.0,1,14.3,0,37.4
B Moorman,BUF,3,124,41.3,61,2,66.7,0,0.0,0,41.3
M Koenen,TB,3,149,49.7,60,2,66.7,0,0.0,0,46.7
A Podlesh,CHI,7,335,47.9,60,1,14.3,1,14.3,0,45.0
S Lechler,OAK,1,58,58.0,58,0,0.0,1,100.0,0,38.0
D Colquitt,KC,8,377,47.1,58,4,50.0,1,12.5,0,41.8
B Kern,TEN,6,286,47.7,58,4,66.7,0,0.0,0,45.8
M Bosher,ATL,2,101,50.5,58,0,0.0,0,0.0,0,43.0
D Jones,STL,6,304,50.7,57,1,16.7,1,16.7,0,41.2
D Zastudil,ARZ,7,324,46.3,56,2,28.6,0,0.0,0,40.3
C Henry,PHI,4,201,50.3,56,1,25.0,1,25.0,0,45.5
M Turk,HOU,6,268,44.7,55,1,16.7,0,0.0,0,37.5
B Colquitt,DEN,9,402,44.7,55,5,55.6,1,11.1,0,38.0
B Graham,DET,3,141,47.0,54,2,66.7,0,0.0,0,47.0
P McAfee,IND,3,136,45.3,54,1,33.3,0,0.0,0,41.0
C Jones,DAL,6,254,42.3,54,2,33.3,1,16.7,0,38.8
J Ryan,SEA,8,357,44.6,53,4,50.0,0,0.0,0,36.8
S Rocca,WSH,5,183,36.6,53,2,40.0,0,0.0,0,30.2
C Kluwe,MIN,6,276,46.0,52,2,33.3,0,0.0,0,45.3
T Masthay,GB,4,176,44.0,51,1,25.0,0,0.0,0,42.0
Z Mesko,NE,2,97,48.5,51,1,50.0,0,0.0,0,46.0
J Baker,CAR,4,183,45.8,50,0,0.0,1,25.0,0,29.5
S Weatherford,NYG,4,161,40.3,49,1,25.0,0,0.0,0,36.0
J Kapinos,PIT,4,181,45.3,49,1,25.0,0,0.0,0,39.8
T Conley,NYJ,5,191,38.2,46,2,40.0,0,0.0,0,38.2
N Harris,JAX,2,87,43.5,44,0,0.0,0,0.0,0,44.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
J Kasay,NO,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
R Longwell,MIN,0,0,-,0,0,-,0,-,0,0.0
O Mare,CAR,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
N Rackers,HOU,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,BAL,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,STL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
