Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
J Ryan,SEA,4,240,60.0,66,0,0.0,0,0.0,0,43.0
K Huber,CIN,7,354,50.6,65,2,28.6,2,28.6,0,36.3
M McBriar,PHI,5,283,56.6,64,0,0.0,1,20.0,0,38.2
B Fields,MIA,6,323,53.8,63,2,33.3,0,0.0,0,50.3
D Colquitt,KC,6,276,46.0,62,3,50.0,0,0.0,0,42.5
S Powell,BUF,8,352,44.0,62,2,25.0,1,12.5,0,37.0
D Zastudil,ARZ,5,259,51.8,61,1,20.0,2,40.0,0,41.8
B Kern,TEN,5,261,52.2,61,2,40.0,1,20.0,0,44.8
S Weatherford,NYG,4,199,49.8,59,2,50.0,1,25.0,0,39.3
A Lee,SF,4,199,49.8,58,1,25.0,0,0.0,0,49.3
S Lechler,OAK,5,241,48.2,57,1,20.0,3,60.0,0,36.2
R Hodges,CLE,8,354,44.3,57,1,12.5,0,0.0,0,37.0
R Malone,NYJ,5,260,52.0,57,1,20.0,1,20.0,0,48.0
M Bosher,ATL,4,211,52.8,57,2,50.0,0,0.0,0,52.8
N Harris,DET,7,299,42.7,56,1,14.3,0,0.0,0,41.0
C Kluwe,MIN,2,101,50.5,56,2,100.0,0,0.0,0,50.0
B Colquitt,DEN,5,223,44.6,56,2,40.0,0,0.0,0,41.8
J Hekker,STL,3,135,45.0,56,2,66.7,1,33.3,0,38.3
D Jones,HOU,4,206,51.5,55,0,0.0,0,0.0,0,45.8
P McAfee,IND,3,131,43.7,55,2,66.7,1,33.3,0,37.0
T Masthay,GB,4,171,42.8,55,3,75.0,0,0.0,1,30.4
M Koenen,TB,2,106,53.0,54,1,50.0,0,0.0,1,31.7
S Koch,BAL,3,135,45.0,52,0,0.0,0,0.0,0,41.7
M Scifres,SD,4,180,45.0,51,3,75.0,0,0.0,0,42.0
Z Mesko,NE,3,133,44.3,48,2,66.7,0,0.0,0,34.7
D Butler,PIT,3,123,41.0,46,2,66.7,0,0.0,1,28.5
S Rocca,WSH,3,115,38.3,43,1,33.3,0,0.0,0,39.0
C Jones,DAL,1,32,32.0,32,1,100.0,0,0.0,0,32.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
C Barth,TB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,MIA,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
R Succop,KC,0,0,-,0,0,-,0,-,0,0.0
