Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
D Zastudil,ARZ,6,305,50.8,70,2,33.3,1,16.7,0,42.8
T Morstead,NO,6,276,46.0,61,2,33.3,1,16.7,0,29.8
R Malone,NYJ,4,172,43.0,61,1,25.0,2,50.0,0,33.0
M Bosher,ATL,6,305,50.8,60,3,50.0,1,16.7,1,35.7
D Butler,PIT,6,251,41.8,60,1,16.7,0,0.0,0,40.7
D Colquitt,KC,8,373,46.6,59,3,37.5,0,0.0,0,45.8
T Masthay,GB,3,128,42.7,59,1,33.3,0,0.0,0,30.7
S Lechler,OAK,6,277,46.2,58,1,16.7,0,0.0,0,43.7
M Scifres,SD,5,250,50.0,58,0,0.0,0,0.0,1,37.7
S Rocca,WSH,5,207,41.4,58,2,40.0,0,0.0,0,25.8
K Huber,CIN,7,330,47.1,58,4,57.1,1,14.3,0,43.4
B Fields,MIA,5,247,49.4,57,3,60.0,0,0.0,0,43.4
J Hekker,STL,5,243,48.6,57,0,0.0,1,20.0,0,40.2
A Lee,SF,4,185,46.3,56,1,25.0,0,0.0,0,42.0
M Koenen,TB,5,251,50.2,56,2,40.0,0,0.0,0,41.8
C Kluwe,MIN,3,148,49.3,56,0,0.0,0,0.0,0,35.7
Z Mesko,NE,5,178,35.6,56,4,80.0,0,0.0,0,32.8
D Jones,HOU,2,101,50.5,55,0,0.0,0,0.0,0,41.0
B Kern,TEN,4,204,51.0,55,1,25.0,0,0.0,1,35.8
A Podlesh,CHI,5,219,43.8,54,4,80.0,1,20.0,0,39.8
B Nortman,CAR,2,101,50.5,54,0,0.0,1,50.0,0,41.0
B Anger,JAX,5,232,46.4,54,1,20.0,0,0.0,0,14.4
S Weatherford,NYG,2,98,49.0,53,2,100.0,0,0.0,0,47.0
P McAfee,IND,5,230,46.0,53,2,40.0,1,20.0,0,37.4
B Colquitt,DEN,3,134,44.7,53,1,33.3,0,0.0,0,41.0
J Ryan,SEA,5,183,36.6,52,2,40.0,1,20.0,0,31.0
S Powell,BUF,5,196,39.2,51,2,40.0,0,0.0,0,39.2
B Moorman,DAL,4,166,41.5,50,2,50.0,1,25.0,0,32.0
N Harris,DET,5,219,43.8,49,2,40.0,0,0.0,0,42.6
M McBriar,PHI,4,161,40.3,49,1,25.0,1,25.0,0,35.3
R Hodges,CLE,3,115,38.3,48,2,66.7,0,0.0,0,35.0
S Koch,BAL,7,256,36.6,43,1,14.3,0,0.0,0,35.7
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
O Mare,CHI,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,CIN,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,MIA,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
