Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
D Colquitt,KC,7,383,54.7,71,4,57.1,1,14.3,0,51.9
S Lechler,OAK,4,205,51.3,64,0,0.0,1,25.0,0,40.3
M Scifres,SD,6,291,48.5,64,1,16.7,1,16.7,0,39.8
A Lee,SF,5,283,56.6,64,3,60.0,0,0.0,0,54.0
B Fields,MIA,1,63,63.0,63,1,100.0,0,0.0,0,54.0
P McAfee,IND,5,242,48.4,63,3,60.0,0,0.0,1,38.3
B Moorman,DAL,6,288,48.0,60,0,0.0,1,16.7,0,36.2
T Morstead,NO,5,268,53.6,60,0,0.0,1,20.0,0,41.8
S Powell,BUF,4,194,48.5,60,1,25.0,0,0.0,0,43.5
M Koenen,TB,4,195,48.8,58,0,0.0,0,0.0,0,39.3
R Hodges,CLE,6,252,42.0,58,0,0.0,1,16.7,0,35.7
S Weatherford,NYG,2,110,55.0,58,0,0.0,0,0.0,0,50.0
S Koch,BAL,7,353,50.4,57,2,28.6,0,0.0,0,45.7
S Rocca,WSH,5,213,42.6,57,1,20.0,0,0.0,0,39.6
D Zastudil,ARZ,9,398,44.2,55,6,66.7,1,11.1,0,42.0
B Kern,TEN,10,391,39.1,55,4,40.0,1,10.0,0,36.4
J Hekker,STL,4,164,41.0,55,1,25.0,0,0.0,0,37.3
D Butler,PIT,6,258,43.0,54,2,33.3,2,33.3,0,30.0
M McBriar,PHI,6,258,43.0,53,3,50.0,0,0.0,1,30.9
R Malone,NYJ,6,254,42.3,53,3,50.0,0,0.0,0,41.8
B Anger,JAX,5,237,47.4,53,2,40.0,0,0.0,0,47.4
D Jones,HOU,3,127,42.3,52,1,33.3,0,0.0,0,36.3
N Harris,DET,8,376,47.0,51,2,25.0,0,0.0,0,40.3
T Masthay,GB,5,208,41.6,51,1,20.0,0,0.0,0,33.2
C Kluwe,MIN,4,182,45.5,50,2,50.0,0,0.0,0,41.5
K Huber,CIN,5,194,38.8,49,0,0.0,1,20.0,0,33.6
B Colquitt,DEN,8,344,43.0,49,2,25.0,0,0.0,0,36.5
Z Mesko,NE,5,228,45.6,49,1,20.0,0,0.0,0,42.6
A Podlesh,CHI,6,239,39.8,47,3,50.0,0,0.0,0,40.2
J Ryan,SEA,2,79,39.5,44,1,50.0,0,0.0,0,39.5
B Nortman,CAR,4,158,39.5,44,1,25.0,1,25.0,0,28.8
M Bosher,ATL,2,80,40.0,41,0,0.0,0,0.0,0,40.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
O Mare,CHI,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,CIN,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
