Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
J Ryan,SEA,6,309,51.5,73,3,50.0,0,0.0,0,49.5
T Morstead,NO,6,335,55.8,70,1,16.7,1,16.7,0,45.8
B Moorman,DAL,6,252,42.0,66,1,16.7,0,0.0,0,34.8
D Jones,HOU,5,271,54.2,66,1,20.0,1,20.0,0,44.4
B Anger,JAX,6,321,53.5,66,1,16.7,1,16.7,0,45.3
M Scifres,SD,4,206,51.5,64,0,0.0,1,25.0,0,38.0
P McAfee,IND,6,280,46.7,63,2,33.3,1,16.7,0,42.0
B Fields,MIA,4,235,58.8,62,0,0.0,1,25.0,0,42.5
C Henry,PHI,5,250,50.0,62,1,20.0,0,0.0,0,39.6
R Malone,NYJ,6,274,45.7,61,4,66.7,0,0.0,0,42.5
S Lechler,OAK,3,155,51.7,60,1,33.3,0,0.0,0,44.3
D Zastudil,ARZ,6,283,47.2,58,2,33.3,1,16.7,0,41.2
S Rocca,WSH,7,310,44.3,58,2,28.6,1,14.3,0,38.0
M Koenen,TB,8,331,41.4,56,3,37.5,2,25.0,0,31.0
K Huber,CIN,4,165,41.3,56,3,75.0,0,0.0,0,41.5
B Colquitt,DEN,8,379,47.4,56,3,37.5,1,12.5,0,42.5
Z Mesko,NE,4,172,43.0,56,2,50.0,0,0.0,0,38.3
J Hekker,STL,6,279,46.5,56,1,16.7,1,16.7,0,36.7
D Colquitt,KC,5,208,41.6,55,4,80.0,0,0.0,0,41.2
A Podlesh,CHI,4,165,41.3,55,2,50.0,0,0.0,0,36.3
T Masthay,GB,6,267,44.5,55,3,50.0,0,0.0,0,43.7
C Jones,DAL,4,173,43.3,54,1,25.0,0,0.0,0,40.8
A Lee,SF,3,146,48.7,53,1,33.3,0,0.0,0,48.7
C Kluwe,MIN,4,181,45.3,53,1,25.0,1,25.0,0,34.3
M Bosher,ATL,5,223,44.6,53,2,40.0,0,0.0,0,42.4
R Hodges,CLE,8,336,42.0,52,3,37.5,0,0.0,0,35.4
S Koch,BAL,3,136,45.3,52,2,66.7,1,33.3,0,35.0
J Hanson,DET,3,118,39.3,46,1,33.3,0,0.0,0,36.0
D Butler,PIT,3,108,36.0,44,1,33.3,0,0.0,0,34.3
B Nortman,CAR,3,125,41.7,44,1,33.3,1,33.3,0,33.0
S Weatherford,NYG,2,76,38.0,41,2,100.0,0,0.0,0,38.0
B Kern,TEN,1,41,41.0,41,0,0.0,0,0.0,0,41.0
B Graham,DET,1,38,38.0,38,0,0.0,0,0.0,0,-25.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,WSH,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,MIA,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
