Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
B Anger,JAX,5,235,47.0,65,4,80.0,0,0.0,0,47.0
B Moorman,DAL,3,170,56.7,64,1,33.3,0,0.0,0,52.3
M Scifres,SD,9,479,53.2,63,4,44.4,0,0.0,0,45.9
A Lee,SF,4,187,46.8,59,2,50.0,1,25.0,0,41.0
P McAfee,IND,5,256,51.2,59,2,40.0,0,0.0,0,46.4
M Koenen,TB,2,100,50.0,58,0,0.0,0,0.0,0,45.0
D Colquitt,KC,6,272,45.3,58,4,66.7,2,33.3,0,38.7
S Koch,BAL,8,370,46.3,58,3,37.5,1,12.5,0,42.4
S Rocca,WSH,5,226,45.2,58,2,40.0,0,0.0,0,41.8
S Lechler,OAK,6,281,46.8,57,3,50.0,0,0.0,0,42.0
B Fields,MIA,5,225,45.0,57,2,40.0,1,20.0,0,35.0
B Kern,TEN,4,201,50.3,57,1,25.0,0,0.0,0,49.0
R Malone,NYJ,4,198,49.5,57,0,0.0,0,0.0,0,41.5
S Powell,BUF,7,314,44.9,57,3,42.9,0,0.0,0,29.0
T Morstead,NO,5,252,50.4,56,2,40.0,0,0.0,0,47.8
J Ryan,SEA,7,280,40.0,55,6,85.7,0,0.0,0,40.0
D Butler,PIT,6,275,45.8,55,1,16.7,0,0.0,0,38.7
D Zastudil,ARZ,6,289,48.2,54,1,16.7,0,0.0,0,45.2
D Jones,HOU,6,286,47.7,53,3,50.0,0,0.0,0,42.3
C Kluwe,MIN,4,162,40.5,53,0,0.0,0,0.0,0,39.0
B Colquitt,DEN,4,175,43.8,51,0,0.0,0,0.0,0,36.5
A Podlesh,CHI,4,173,43.3,50,2,50.0,0,0.0,0,43.3
R Hodges,CLE,10,383,38.3,49,5,50.0,0,0.0,0,37.8
T Masthay,GB,4,154,38.5,49,0,0.0,0,0.0,0,38.5
S Weatherford,NYG,3,135,45.0,48,1,33.3,0,0.0,0,38.3
J Hekker,STL,6,260,43.3,48,1,16.7,0,0.0,0,33.5
K Huber,CIN,5,204,40.8,45,0,0.0,0,0.0,0,37.4
M Bosher,ATL,1,45,45.0,45,1,100.0,0,0.0,0,45.0
B Nortman,CAR,5,188,37.6,44,0,0.0,0,0.0,0,31.2
N Harris,DET,8,299,37.4,43,4,50.0,0,0.0,0,36.1
Z Mesko,NE,3,125,41.7,43,0,0.0,1,33.3,0,34.7
M McBriar,PHI,2,82,41.0,41,1,50.0,0,0.0,0,41.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
