Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
T Masthay,GB,5,225,45.0,65,1,20.0,1,20.0,0,41.0
J Ryan,SEA,3,145,48.3,64,3,100.0,0,0.0,0,46.3
T Morstead,NO,8,413,51.6,63,4,50.0,0,0.0,0,46.3
Z Mesko,NE,2,113,56.5,62,1,50.0,1,50.0,0,46.5
B Kern,TEN,3,130,43.3,61,1,33.3,0,0.0,0,39.0
M Scifres,SD,6,279,46.5,60,3,50.0,0,0.0,0,45.3
S Weatherford,NYG,6,287,47.8,59,2,33.3,0,0.0,0,46.5
R Malone,NYJ,6,274,45.7,59,1,16.7,0,0.0,1,35.4
B Fields,MIA,6,320,53.3,58,4,66.7,2,33.3,0,46.7
D Butler,PIT,3,152,50.7,58,2,66.7,0,0.0,0,39.3
M Koenen,TB,6,281,46.8,57,0,0.0,0,0.0,0,41.7
D Colquitt,KC,5,236,47.2,57,2,40.0,0,0.0,0,39.6
B Anger,JAX,5,203,40.6,57,0,0.0,1,20.0,1,30.5
M McBriar,PHI,3,144,48.0,56,2,66.7,0,0.0,0,44.3
A Lee,SF,5,244,48.8,55,3,60.0,0,0.0,0,45.8
C Kluwe,MIN,6,227,37.8,55,0,0.0,0,0.0,0,37.7
B Colquitt,DEN,5,232,46.4,55,3,60.0,1,20.0,0,42.6
S Lechler,OAK,6,256,42.7,54,1,16.7,1,16.7,0,29.5
D Zastudil,ARZ,7,331,47.3,54,1,14.3,1,14.3,0,36.0
S Rocca,WSH,4,151,37.8,52,0,0.0,0,0.0,0,31.5
M Bosher,ATL,1,52,52.0,52,0,0.0,0,0.0,1,22.5
R Hodges,CLE,9,356,39.6,51,3,33.3,1,11.1,0,32.2
B Moorman,DAL,4,165,41.3,50,3,75.0,0,0.0,0,41.0
J Hekker,STL,4,195,48.8,50,1,25.0,0,0.0,0,44.8
A Podlesh,CHI,4,179,44.8,49,3,75.0,0,0.0,0,44.8
P McAfee,IND,2,87,43.5,48,0,0.0,1,50.0,0,24.0
N Harris,DET,4,176,44.0,47,0,0.0,0,0.0,0,36.8
B Nortman,CAR,3,77,25.7,36,0,0.0,0,0.0,0,22.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
J Medlock,CAR,0,0,-,0,0,-,0,-,0,0.0
C Barth,TB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,MIA,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
