Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
D Jones,HOU,7,353,50.4,65,2,28.6,0,0.0,0,43.3
B Anger,JAX,4,225,56.3,65,2,50.0,0,0.0,0,45.8
A Podlesh,CHI,9,394,43.8,64,3,33.3,1,11.1,0,40.3
K Huber,CIN,6,316,52.7,64,4,66.7,1,16.7,0,48.3
B Moorman,DAL,6,307,51.2,63,2,33.3,1,16.7,0,46.2
T Morstead,NO,5,263,52.6,63,2,40.0,1,20.0,0,40.8
S Lechler,OAK,5,219,43.8,61,4,80.0,0,0.0,0,41.0
D Zastudil,ARZ,8,358,44.8,60,6,75.0,0,0.0,0,42.5
S Weatherford,NYG,8,416,52.0,60,3,37.5,0,0.0,0,45.0
S Koch,BAL,2,117,58.5,60,1,50.0,0,0.0,0,52.5
P McAfee,IND,7,318,45.4,60,3,42.9,1,14.3,0,42.3
S Powell,BUF,4,171,42.8,60,0,0.0,0,0.0,0,36.3
R Malone,NYJ,6,266,44.3,59,2,33.3,0,0.0,0,26.5
A Lee,SF,3,155,51.7,58,1,33.3,0,0.0,0,46.0
D Butler,PIT,7,317,45.3,58,2,28.6,2,28.6,0,39.9
J Hekker,STL,7,335,47.9,57,2,28.6,0,0.0,0,46.9
M Scifres,SD,6,252,42.0,56,2,33.3,0,0.0,0,38.8
B Colquitt,DEN,3,147,49.0,56,0,0.0,0,0.0,0,45.3
Z Mesko,NE,5,239,47.8,56,1,20.0,0,0.0,0,40.6
B Nortman,CAR,4,195,48.8,55,1,25.0,0,0.0,0,48.3
B Kern,TEN,8,376,47.0,54,2,25.0,0,0.0,0,34.4
D Colquitt,KC,3,138,46.0,53,1,33.3,1,33.3,0,39.3
S Rocca,WSH,2,86,43.0,53,1,50.0,0,0.0,0,38.0
T Masthay,GB,3,119,39.7,53,0,0.0,0,0.0,0,35.7
C Kluwe,MIN,4,182,45.5,51,1,25.0,0,0.0,0,41.5
M McBriar,PHI,2,87,43.5,50,0,0.0,0,0.0,0,33.5
B Fields,MIA,4,177,44.3,49,2,50.0,1,25.0,0,35.8
M Bosher,ATL,4,167,41.8,47,2,50.0,0,0.0,0,41.8
N Harris,DET,2,82,41.0,45,1,50.0,0,0.0,0,36.5
R Hodges,CLE,4,169,42.3,45,2,50.0,0,0.0,0,41.8
J Ryan,SEA,1,41,41.0,41,0,0.0,0,0.0,0,41.0
N Kaeding,MIA,1,35,35.0,35,0,0.0,1,100.0,0,15.0
M Koenen,TB,1,25,25.0,25,1,100.0,0,0.0,0,25.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
O Mare,CHI,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,CIN,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
