Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
B Anger,JAX,4,202,50.5,73,3,75.0,0,0.0,0,50.5
T Morstead,NO,3,149,49.7,66,0,0.0,0,0.0,0,43.0
D Zastudil,ARZ,8,344,43.0,65,4,50.0,0,0.0,0,37.3
B Fields,MIA,4,213,53.3,60,2,50.0,0,0.0,0,46.0
K Huber,CIN,4,206,51.5,60,2,50.0,1,25.0,0,46.0
B Kern,TEN,6,299,49.8,59,1,16.7,1,16.7,1,30.0
P McAfee,IND,2,99,49.5,59,1,50.0,0,0.0,0,43.5
S Lechler,OAK,4,218,54.5,58,1,25.0,0,0.0,0,43.0
D Jones,HOU,5,247,49.4,58,0,0.0,0,0.0,0,42.0
C Kluwe,MIN,3,145,48.3,57,0,0.0,0,0.0,0,41.3
S Powell,BUF,5,247,49.4,57,2,40.0,0,0.0,0,42.6
M McBriar,PHI,4,178,44.5,55,1,25.0,1,25.0,0,38.3
S Weatherford,NYG,5,237,47.4,55,1,20.0,0,0.0,0,32.2
J Ryan,SEA,4,195,48.8,55,2,50.0,0,0.0,0,48.5
S Koch,BAL,7,313,44.7,54,1,14.3,1,14.3,0,34.1
B Moorman,DAL,4,182,45.5,53,3,75.0,0,0.0,0,44.0
D Butler,PIT,4,165,41.3,53,2,50.0,1,25.0,0,36.3
S Rocca,WSH,3,137,45.7,51,2,66.7,0,0.0,0,43.0
N Harris,DET,2,99,49.5,50,1,50.0,0,0.0,0,43.5
B Colquitt,DEN,3,140,46.7,49,1,33.3,0,0.0,0,47.0
B Nortman,CAR,5,161,32.2,49,3,60.0,0,0.0,0,33.0
M Koenen,TB,4,154,38.5,47,2,50.0,0,0.0,0,38.5
M Bosher,ATL,2,80,40.0,47,1,50.0,0,0.0,0,21.5
T Masthay,GB,6,255,42.5,46,3,50.0,1,16.7,0,36.0
R Hodges,CLE,4,170,42.5,44,1,25.0,0,0.0,0,40.8
D Colquitt,KC,1,43,43.0,43,0,0.0,0,0.0,0,41.0
A Podlesh,CHI,3,115,38.3,43,1,33.3,1,33.3,0,31.7
M Scifres,SD,2,69,34.5,38,2,100.0,0,0.0,0,34.5
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
J Medlock,CAR,0,0,-,0,0,-,0,-,0,0.0
C Barth,TB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,MIA,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
R Succop,KC,0,0,-,0,0,-,0,-,0,0.0
