Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
B Kern,TEN,6,303,50.5,70,2,33.3,0,0.0,0,39.3
D Jones,HOU,10,489,48.9,64,5,50.0,1,10.0,0,40.4
B Moorman,DAL,3,156,52.0,63,0,0.0,0,0.0,0,17.3
M Koenen,TB,5,257,51.4,63,1,20.0,0,0.0,0,32.4
J Hekker,STL,9,388,43.1,63,3,33.3,0,0.0,0,42.4
A Lee,SF,6,306,51.0,61,4,66.7,0,0.0,0,45.0
P McAfee,IND,8,400,50.0,61,1,12.5,0,0.0,0,45.1
S Powell,BUF,4,178,44.5,61,1,25.0,0,0.0,0,39.3
B Fields,MIA,5,259,51.8,60,2,40.0,1,20.0,0,42.8
R Malone,NYJ,6,263,43.8,60,2,33.3,0,0.0,0,42.3
C Kluwe,MIN,5,235,47.0,58,1,20.0,0,0.0,0,44.8
D Zastudil,ARZ,10,448,44.8,57,3,30.0,1,10.0,0,41.1
S Koch,BAL,5,253,50.6,57,2,40.0,0,0.0,0,48.8
M Bosher,ATL,6,319,53.2,57,1,16.7,0,0.0,0,42.8
N Harris,DET,7,298,42.6,56,3,42.9,1,14.3,0,38.9
M Scifres,SD,5,230,46.0,55,1,20.0,0,0.0,0,35.0
D Colquitt,KC,3,128,42.7,55,2,66.7,0,0.0,0,38.7
B Colquitt,DEN,5,224,44.8,55,3,60.0,0,0.0,0,41.8
S Weatherford,NYG,3,148,49.3,54,1,33.3,0,0.0,0,42.3
Z Mesko,NE,3,131,43.7,54,0,0.0,1,33.3,0,34.7
T Morstead,NO,4,181,45.3,52,1,25.0,1,25.0,0,37.0
B Anger,JAX,5,208,41.6,52,3,60.0,0,0.0,0,39.2
S Lechler,OAK,5,202,40.4,51,2,40.0,1,20.0,0,33.2
S Rocca,WSH,3,126,42.0,51,1,33.3,0,0.0,0,38.3
B Nortman,CAR,4,184,46.0,51,1,25.0,1,25.0,0,39.5
D Butler,PIT,4,154,38.5,46,1,25.0,0,0.0,0,38.5
A Podlesh,CHI,5,207,41.4,45,3,60.0,0,0.0,0,41.2
K Huber,CIN,3,114,38.0,45,3,100.0,0,0.0,0,38.0
J Ryan,SEA,5,198,39.6,44,3,60.0,0,0.0,0,39.6
T Masthay,GB,4,166,41.5,44,1,25.0,0,0.0,0,41.3
M McBriar,PHI,2,78,39.0,43,1,50.0,0,0.0,0,39.0
R Hodges,CLE,2,69,34.5,43,1,50.0,0,0.0,0,34.5
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
