Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
J Hekker,STL,7,398,56.9,68,3,42.9,0,0.0,0,46.0
B Anger,JAX,6,291,48.5,65,2,33.3,0,0.0,0,47.2
M Bosher,ATL,6,293,48.8,63,1,16.7,2,33.3,0,38.5
B Nortman,CAR,7,318,45.4,63,2,28.6,0,0.0,0,39.9
M Scifres,SD,4,182,45.5,61,3,75.0,0,0.0,0,45.0
T Morstead,NO,4,207,51.8,61,2,50.0,0,0.0,0,47.8
R Malone,NYJ,6,265,44.2,61,2,33.3,1,16.7,0,40.3
B Fields,MIA,5,248,49.6,59,0,0.0,2,40.0,0,36.6
S Powell,BUF,6,286,47.7,59,2,33.3,1,16.7,0,41.2
A Lee,SF,2,112,56.0,58,1,50.0,0,0.0,0,42.0
D Colquitt,KC,5,236,47.2,58,3,60.0,0,0.0,0,45.2
T Masthay,GB,7,316,45.1,58,4,57.1,0,0.0,0,43.3
S Weatherford,NYG,2,100,50.0,57,0,0.0,1,50.0,0,34.0
D Butler,PIT,4,185,46.3,57,1,25.0,0,0.0,0,43.0
M McBriar,PHI,4,176,44.0,56,1,25.0,1,25.0,0,37.3
S Koch,BAL,5,232,46.4,56,2,40.0,0,0.0,0,39.8
S Rocca,WSH,6,254,42.3,56,3,50.0,0,0.0,0,42.0
R Hodges,CLE,3,144,48.0,55,1,33.3,0,0.0,0,45.3
K Huber,CIN,6,243,40.5,55,2,33.3,0,0.0,0,38.0
J Ryan,SEA,3,122,40.7,54,2,66.7,0,0.0,0,36.3
B Kern,TEN,6,256,42.7,53,3,50.0,0,0.0,0,42.8
C Kluwe,MIN,3,138,46.0,52,1,33.3,0,0.0,0,37.7
D Zastudil,ARZ,7,320,45.7,51,3,42.9,0,0.0,0,40.6
B Colquitt,DEN,3,137,45.7,51,2,66.7,1,33.3,0,37.3
Z Mesko,NE,3,129,43.0,50,1,33.3,0,0.0,0,43.0
D Jones,HOU,6,241,40.2,48,4,66.7,0,0.0,0,40.2
P McAfee,IND,5,223,44.6,47,2,40.0,0,0.0,0,40.8
A Podlesh,CHI,3,122,40.7,43,1,33.3,1,33.3,0,34.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,WSH,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
J Medlock,CAR,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,MIA,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
