Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
J Ryan,SEA,4,215,53.8,68,2,50.0,1,25.0,0,48.3
B Colquitt,DEN,5,251,50.2,67,3,60.0,0,0.0,0,50.6
D Colquitt,KC,7,313,44.7,66,2,28.6,1,14.3,0,27.9
J Hekker,STL,3,163,54.3,66,1,33.3,1,33.3,0,48.7
T Morstead,NO,3,148,49.3,65,1,33.3,1,33.3,0,38.0
P McAfee,IND,5,268,53.6,64,0,0.0,0,0.0,0,43.4
B Kern,TEN,7,361,51.6,63,3,42.9,1,14.3,0,48.6
M Scifres,SD,4,197,49.3,62,1,25.0,0,0.0,0,41.8
S Lechler,OAK,9,422,46.9,60,1,11.1,1,11.1,0,35.2
B Moorman,DAL,7,349,49.9,60,1,14.3,1,14.3,0,38.3
B Anger,JAX,9,470,52.2,60,3,33.3,0,0.0,0,43.7
D Zastudil,ARZ,6,280,46.7,59,2,33.3,0,0.0,0,42.5
B Fields,MIA,6,319,53.2,59,4,66.7,0,0.0,0,43.5
D Jones,HOU,6,299,49.8,58,1,16.7,2,33.3,0,37.8
K Huber,CIN,3,126,42.0,58,3,100.0,0,0.0,0,39.0
R Malone,NYJ,6,272,45.3,58,1,16.7,1,16.7,0,38.2
B Nortman,CAR,5,229,45.8,58,2,40.0,1,20.0,0,35.8
T Masthay,GB,5,238,47.6,57,3,60.0,1,20.0,0,42.0
S Koch,BAL,5,251,50.2,56,2,40.0,1,20.0,0,44.2
C Henry,PHI,5,196,39.2,56,0,0.0,0,0.0,0,32.4
C Kluwe,MIN,4,192,48.0,55,2,50.0,0,0.0,0,45.3
S Rocca,WSH,5,240,48.0,55,2,40.0,0,0.0,1,35.2
A Podlesh,CHI,6,281,46.8,54,1,16.7,1,16.7,0,40.8
M Koenen,TB,6,252,42.0,53,3,50.0,0,0.0,0,38.2
R Hodges,CLE,4,186,46.5,53,0,0.0,0,0.0,0,24.0
A Lee,SF,3,109,36.3,52,2,66.7,0,0.0,0,33.0
C Jones,DAL,5,229,45.8,52,3,60.0,0,0.0,1,37.0
M Bosher,ATL,6,252,42.0,49,3,50.0,0,0.0,0,40.2
D Butler,PIT,5,205,41.0,49,3,60.0,0,0.0,0,39.8
S Weatherford,NYG,2,79,39.5,47,1,50.0,0,0.0,0,31.5
B Graham,DET,2,89,44.5,46,0,0.0,0,0.0,0,40.5
Z Mesko,NE,5,172,34.4,40,2,40.0,1,20.0,1,24.8
D Carpenter,MIA,1,29,29.0,29,1,100.0,0,0.0,0,29.0
J Hanson,DET,0,0,-,0,0,-,0,-,0,0.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,SF,0,0,-,0,0,-,0,-,0,0.0
P Dawson,CLE,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,BUF,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,HOU,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,WSH,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
L Tynes,NYG,0,0,-,0,0,-,0,-,0,0.0
N Kaeding,MIA,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
