Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
B Fields,MIA,10,501,50.1,74,6,60.0,2,20.0,0,46.1
S Koch,BAL,4,212,53.0,64,1,25.0,1,25.0,0,45.3
M King,OAK,5,271,54.2,63,2,40.0,0,0.0,0,47.2
D Colquitt,KC,5,270,54.0,61,2,40.0,0,0.0,0,47.6
T Morstead,NO,7,340,48.6,61,2,28.6,1,14.3,0,42.9
B Nortman,CAR,8,406,50.8,60,2,25.0,0,0.0,0,47.0
R Allen,NE,7,334,47.7,60,4,57.1,1,14.3,0,39.7
S Lechler,HOU,8,359,44.9,57,2,25.0,0,0.0,0,42.3
C Jones,DAL,3,155,51.7,57,0,0.0,0,0.0,0,40.0
M Koenen,TB,4,186,46.5,56,0,0.0,0,0.0,0,38.0
P McAfee,IND,4,201,50.3,56,1,25.0,0,0.0,0,44.5
M Bosher,ATL,5,244,48.8,56,2,40.0,1,20.0,0,40.8
B Anger,JAX,4,182,45.5,56,2,50.0,0,0.0,0,45.8
D Zastudil,ARZ,5,244,48.8,55,3,60.0,0,0.0,0,39.4
B Colquitt,DEN,6,292,48.7,55,1,16.7,0,0.0,0,37.0
S Martin,DET,6,270,45.0,55,2,33.3,0,0.0,0,41.2
J Locke,MIN,5,197,39.4,55,2,40.0,0,0.0,0,34.0
S Weatherford,NYG,6,279,46.5,54,2,33.3,0,0.0,0,38.2
A Lee,SF,3,156,52.0,53,0,0.0,1,33.3,0,34.3
B Moorman,BUF,6,218,36.3,52,0,0.0,1,16.7,0,33.0
S Powell,CIN,4,160,40.0,52,1,25.0,0,0.0,0,34.5
T Masthay,GB,5,208,41.6,51,1,20.0,0,0.0,0,33.4
R Quigley,NYJ,3,138,46.0,51,0,0.0,0,0.0,0,33.0
A Podlesh,CHI,6,227,37.8,50,2,33.3,0,0.0,0,37.5
B Kern,TEN,3,140,46.7,50,0,0.0,1,33.3,0,38.7
S Lanning,CLE,3,148,49.3,50,2,66.7,0,0.0,0,49.3
D Jones,PHI,2,88,44.0,47,2,100.0,0,0.0,0,44.0
S Rocca,WSH,3,131,43.7,46,2,66.7,0,0.0,0,23.0
J Hekker,STL,2,88,44.0,46,1,50.0,0,0.0,0,44.0
J Ryan,SEA,9,335,37.2,44,3,33.3,0,0.0,0,36.6
M McBriar,PIT,5,178,35.6,39,3,60.0,0,0.0,0,32.4
M Scifres,SD,1,37,37.0,37,0,0.0,0,0.0,0,37.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
S Graham,NO,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
