Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
S Weatherford,NYG,5,219,43.8,68,3,60.0,0,0.0,0,40.6
Z Mesko,CIN,7,299,42.7,65,1,14.3,2,28.6,0,35.0
S Martin,DET,4,203,50.8,64,0,0.0,1,25.0,0,39.5
A Lee,SF,1,61,61.0,61,0,0.0,0,0.0,0,45.0
S Rocca,WSH,7,274,39.1,60,4,57.1,0,0.0,0,37.7
B Nortman,CAR,5,216,43.2,59,3,60.0,0,0.0,0,42.0
K Huber,CIN,3,161,53.7,58,1,33.3,0,0.0,0,50.3
C Jones,DAL,7,313,44.7,58,3,42.9,2,28.6,0,38.4
M King,OAK,8,372,46.5,58,2,25.0,1,12.5,0,38.1
D Zastudil,ARZ,5,232,46.4,57,1,20.0,1,20.0,0,37.0
M Bosher,ATL,4,183,45.8,57,2,50.0,0,0.0,0,46.8
D Colquitt,KC,5,240,48.0,56,1,20.0,0,0.0,0,44.2
R Quigley,NYJ,5,248,49.6,56,2,40.0,0,0.0,0,45.6
T Morstead,NO,4,187,46.8,55,2,50.0,1,25.0,0,40.8
B Colquitt,DEN,3,147,49.0,55,1,33.3,0,0.0,0,37.0
J Hekker,STL,4,182,45.5,55,2,50.0,0,0.0,0,43.3
D Jones,PHI,6,266,44.3,54,2,33.3,0,0.0,0,42.8
S Lanning,CLE,6,280,46.7,54,2,33.3,0,0.0,0,40.3
B Moorman,BUF,3,137,45.7,53,0,0.0,0,0.0,0,45.7
J Locke,MIN,4,186,46.5,53,1,25.0,0,0.0,0,23.3
B Fields,MIA,4,161,40.3,52,1,25.0,0,0.0,0,37.0
M Koenen,TB,5,215,43.0,51,0,0.0,0,0.0,0,41.6
J Ryan,SEA,9,403,44.8,51,4,44.4,0,0.0,0,44.0
B Anger,JAX,4,178,44.5,51,0,0.0,1,25.0,0,38.5
R Allen,NE,5,217,43.4,51,1,20.0,0,0.0,0,37.8
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,BUF,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
R Succop,KC,0,0,-,0,0,-,0,-,0,0.0
G Gano,CAR,0,0,-,0,0,-,0,-,0,0.0
D Bailey,DAL,0,0,-,0,0,-,0,-,0,0.0
A Henery,PHI,0,0,-,0,0,-,0,-,0,0.0
G Zuerlein,STL,0,0,-,0,0,-,0,-,0,0.0
B Walsh,MIN,0,0,-,0,0,-,0,-,0,0.0
K Forbath,WSH,0,0,-,0,0,-,0,-,0,0.0
