Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
A Podlesh,CHI,3,147,49.0,65,2,66.7,0,0.0,0,49.0
S Martin,DET,4,173,43.3,65,3,75.0,0,0.0,0,41.3
D Colquitt,KC,4,174,43.5,63,2,50.0,0,0.0,0,42.0
B Moorman,BUF,7,318,45.4,62,1,14.3,1,14.3,0,41.0
R Allen,NE,8,404,50.5,62,1,12.5,3,37.5,0,37.5
P McAfee,IND,9,440,48.9,60,6,66.7,0,0.0,0,47.1
M Bosher,ATL,4,192,48.0,59,1,25.0,0,0.0,0,41.3
S Lechler,HOU,5,249,49.8,58,3,60.0,0,0.0,0,43.4
A Lee,SF,6,280,46.7,58,3,50.0,1,16.7,0,43.5
D Jones,PHI,9,419,46.6,58,1,11.1,1,11.1,0,41.8
B Fields,MIA,6,282,47.0,58,2,33.3,0,0.0,0,44.7
S Weatherford,NYG,9,438,48.7,57,2,22.2,1,11.1,0,33.2
B Nortman,CAR,3,154,51.3,56,1,33.3,0,0.0,0,42.7
S Lanning,CLE,3,133,44.3,56,1,33.3,1,33.3,0,31.7
J Locke,MIN,7,312,44.6,56,2,28.6,1,14.3,0,38.1
B Kern,TEN,6,263,43.8,55,3,50.0,0,0.0,0,43.8
D Zastudil,ARZ,4,197,49.3,54,1,25.0,1,25.0,0,39.0
B Anger,JAX,3,150,50.0,54,1,33.3,1,33.3,0,39.7
M Koenen,TB,5,188,37.6,53,2,40.0,1,20.0,0,33.6
S Rocca,WSH,5,218,43.6,53,0,0.0,0,0.0,0,26.6
B Colquitt,DEN,7,331,47.3,53,1,14.3,0,0.0,0,42.3
J Hekker,STL,4,159,39.8,52,0,0.0,0,0.0,0,40.0
R Quigley,NYJ,6,241,40.2,52,2,33.3,0,0.0,0,30.5
K Huber,CIN,4,189,47.3,50,1,25.0,0,0.0,0,47.0
C Jones,DAL,9,347,38.6,50,6,66.7,0,0.0,0,38.0
M Scifres,SD,3,134,44.7,47,1,33.3,0,0.0,0,44.7
J Ryan,SEA,3,124,41.3,46,0,0.0,0,0.0,0,41.3
S Koch,BAL,3,126,42.0,43,1,33.3,1,33.3,0,29.3
Z Mesko,CIN,1,36,36.0,36,0,0.0,0,0.0,0,24.0
T Masthay,GB,3,90,30.0,35,1,33.3,0,0.0,0,30.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,BUF,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
