Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M McBriar,PIT,5,219,43.8,70,2,40.0,0,0.0,0,40.4
D Jones,PHI,6,304,50.7,70,4,66.7,0,0.0,0,50.7
K Huber,CIN,9,408,45.3,66,3,33.3,1,11.1,0,40.3
M King,OAK,11,540,49.1,64,4,36.4,0,0.0,0,37.7
S Weatherford,NYG,5,265,53.0,61,1,20.0,1,20.0,0,42.2
B Fields,MIA,4,209,52.3,61,2,50.0,0,0.0,0,40.8
S Lechler,HOU,9,442,49.1,60,2,22.2,2,22.2,0,41.3
D Colquitt,KC,7,358,51.1,60,1,14.3,3,42.9,0,40.1
T Morstead,NO,3,154,51.3,59,1,33.3,0,0.0,0,43.7
S Martin,DET,3,152,50.7,59,0,0.0,0,0.0,0,45.0
D Zastudil,ARZ,8,358,44.8,58,1,12.5,0,0.0,0,38.8
B Anger,JAX,8,382,47.8,58,6,75.0,0,0.0,0,45.0
B Moorman,BUF,6,200,33.3,57,3,50.0,0,0.0,0,30.7
R Quigley,NYJ,6,284,47.3,56,1,16.7,1,16.7,0,41.2
A Lee,SF,7,346,49.4,55,3,42.9,0,0.0,0,48.7
B Colquitt,DEN,6,275,45.8,54,1,16.7,0,0.0,0,40.3
T Masthay,GB,4,180,45.0,52,1,25.0,0,0.0,0,37.0
S Lanning,CLE,6,231,38.5,52,0,0.0,0,0.0,1,27.4
S Koch,BAL,4,177,44.3,51,0,0.0,1,25.0,0,39.3
A Podlesh,CHI,6,232,38.7,51,2,33.3,0,0.0,0,37.5
B Nortman,CAR,2,87,43.5,50,0,0.0,0,0.0,0,37.0
M Scifres,SD,4,174,43.5,49,2,50.0,1,25.0,0,38.5
B Kern,TEN,3,117,39.0,48,0,0.0,0,0.0,0,34.0
S Rocca,WSH,6,223,37.2,47,2,33.3,0,0.0,0,36.2
M Koenen,TB,4,168,42.0,46,2,50.0,1,25.0,0,33.0
J Ryan,SEA,5,208,41.6,46,1,20.0,0,0.0,0,41.6
P McAfee,IND,3,111,37.0,43,1,33.3,1,33.3,0,29.0
J Locke,MIN,3,127,42.3,43,1,33.3,0,0.0,0,36.7
R Allen,NE,1,34,34.0,34,1,100.0,0,0.0,0,34.0
M Bosher,ATL,1,24,24.0,24,1,100.0,0,0.0,1,12.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,BUF,0,0,-,0,0,-,0,-,0,0.0
