Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
K Huber,CIN,5,253,50.6,70,1,20.0,2,40.0,0,42.6
S Koch,BAL,6,328,54.7,69,2,33.3,2,33.3,0,45.7
J Hekker,STL,5,257,51.4,64,0,0.0,2,40.0,0,42.8
B Kern,TEN,4,201,50.3,62,0,0.0,0,0.0,0,43.5
T Masthay,GB,3,142,47.3,62,2,66.7,0,0.0,0,44.7
S Lechler,HOU,5,219,43.8,59,2,40.0,0,0.0,0,38.8
M Koenen,TB,8,357,44.6,58,1,12.5,1,12.5,0,37.6
S Rocca,WSH,8,338,42.3,58,2,25.0,0,0.0,0,20.1
B Nortman,CAR,5,227,45.4,57,1,20.0,0,0.0,0,42.0
B Anger,JAX,8,341,42.6,57,1,12.5,1,12.5,0,37.5
B Moorman,BUF,7,306,43.7,55,3,42.9,0,0.0,0,40.7
P McAfee,IND,7,333,47.6,55,4,57.1,0,0.0,0,37.1
D Zastudil,ARZ,4,189,47.3,54,3,75.0,1,25.0,0,42.0
M McBriar,PIT,6,235,39.2,54,0,0.0,1,16.7,0,32.0
A Lee,SF,4,199,49.8,54,2,50.0,0,0.0,0,37.5
T Morstead,NO,4,177,44.3,54,1,25.0,0,0.0,0,36.3
J Locke,MIN,9,397,44.1,54,1,11.1,1,11.1,0,37.0
D Jones,PHI,6,249,41.5,53,0,0.0,0,0.0,0,29.7
M Bosher,ATL,4,178,44.5,53,2,50.0,0,0.0,0,41.5
R Allen,NE,5,200,40.0,53,3,60.0,0,0.0,0,40.2
B Fields,MIA,5,232,46.4,52,1,20.0,0,0.0,0,43.6
S Martin,DET,6,236,39.3,51,2,33.3,1,16.7,0,37.2
S Lanning,CLE,6,259,43.2,50,5,83.3,0,0.0,0,42.0
S Weatherford,NYG,3,141,47.0,48,1,33.3,0,0.0,0,46.3
M King,OAK,2,85,42.5,48,1,50.0,1,50.0,1,21.7
D Colquitt,KC,2,84,42.0,47,0,0.0,1,50.0,0,32.0
J Ryan,SEA,5,186,37.2,47,1,20.0,0,0.0,1,31.0
R Quigley,NYJ,2,85,42.5,46,1,50.0,1,50.0,0,32.5
C Jones,DAL,3,112,37.3,41,1,33.3,0,0.0,0,31.0
M Scifres,SD,1,39,39.0,39,1,100.0,0,0.0,0,39.0
B Colquitt,DEN,2,65,32.5,36,2,100.0,0,0.0,0,32.5
R Succop,KC,1,29,29.0,29,0,0.0,1,100.0,0,9.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
