Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
K Huber,CIN,4,222,55.5,75,2,50.0,0,0.0,0,55.5
D Jones,PHI,8,354,44.3,69,7,87.5,0,0.0,0,43.9
S Weatherford,NYG,6,287,47.8,62,2,33.3,0,0.0,0,42.0
P McAfee,IND,5,227,45.4,60,1,20.0,0,0.0,0,36.8
M King,OAK,5,265,53.0,60,2,40.0,1,20.0,0,43.6
D Colquitt,KC,5,229,45.8,58,3,60.0,0,0.0,0,44.8
T Morstead,NO,6,294,49.0,58,2,33.3,0,0.0,0,46.2
C Jones,DAL,5,238,47.6,58,1,20.0,0,0.0,0,39.2
B Anger,JAX,7,306,43.7,58,4,57.1,1,14.3,0,33.9
M Scifres,SD,4,157,39.3,56,3,75.0,0,0.0,0,38.0
M McBriar,PIT,4,174,43.5,56,2,50.0,0,0.0,0,38.8
S Lechler,HOU,3,134,44.7,55,1,33.3,0,0.0,0,41.0
A Lee,SF,4,191,47.8,55,2,50.0,0,0.0,0,45.3
B Nortman,CAR,3,138,46.0,55,1,33.3,0,0.0,0,46.0
S Lanning,CLE,4,158,39.5,55,1,25.0,1,25.0,0,34.5
J Locke,MIN,6,264,44.0,55,2,33.3,0,0.0,0,42.7
M Koenen,TB,4,190,47.5,54,0,0.0,0,0.0,0,41.3
J Hekker,STL,5,244,48.8,54,1,20.0,0,0.0,0,47.8
D Zastudil,ARZ,5,231,46.2,53,2,40.0,0,0.0,0,44.0
B Fields,MIA,3,128,42.7,53,2,66.7,0,0.0,0,40.7
S Rocca,WSH,7,285,40.7,53,3,42.9,0,0.0,0,37.6
B Colquitt,DEN,3,132,44.0,53,2,66.7,0,0.0,0,44.0
M Bosher,ATL,7,278,39.7,53,4,57.1,0,0.0,0,35.9
T Masthay,GB,6,287,47.8,52,2,33.3,0,0.0,0,40.2
B Moorman,BUF,7,299,42.7,51,1,14.3,0,0.0,0,39.3
R Allen,NE,3,132,44.0,51,1,33.3,1,33.3,0,35.3
R Quigley,NYJ,7,316,45.1,51,1,14.3,0,0.0,0,39.6
J Ryan,SEA,3,120,40.0,50,0,0.0,0,0.0,0,40.0
B Kern,TEN,6,222,37.0,50,4,66.7,0,0.0,0,32.2
A Podlesh,CHI,7,249,35.6,48,4,57.1,0,0.0,0,33.7
S Martin,DET,1,33,33.0,33,1,100.0,0,0.0,0,33.0
S Koch,BAL,1,26,26.0,26,1,100.0,0,0.0,0,26.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
