Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
M King,OAK,8,414,51.8,64,1,12.5,1,12.5,0,45.3
S Koch,BAL,9,375,41.7,61,2,22.2,1,11.1,0,31.9
J Ryan,SEA,3,146,48.7,61,1,33.3,2,66.7,0,35.3
T Masthay,GB,6,329,54.8,61,0,0.0,2,33.3,0,41.8
D Colquitt,KC,8,392,49.0,60,4,50.0,1,12.5,0,42.3
J Locke,MIN,4,199,49.8,60,1,25.0,0,0.0,0,44.3
S Rocca,WSH,3,141,47.0,59,0,0.0,0,0.0,0,10.7
A Lee,SF,6,288,48.0,58,3,50.0,1,16.7,0,41.7
D Jones,PHI,5,249,49.8,58,3,60.0,0,0.0,0,40.8
B Moorman,BUF,5,244,48.8,57,2,40.0,0,0.0,0,42.0
R Allen,NE,4,210,52.5,56,1,25.0,0,0.0,0,47.5
T Morstead,NO,6,268,44.7,54,2,33.3,0,0.0,0,43.2
M Koenen,TB,5,230,46.0,53,0,0.0,0,0.0,0,43.0
Z Mesko,CIN,6,273,45.5,53,0,0.0,0,0.0,0,38.0
R Quigley,NYJ,7,312,44.6,53,2,28.6,1,14.3,0,40.1
P McAfee,IND,5,203,40.6,52,2,40.0,0,0.0,0,40.6
C Jones,DAL,5,226,45.2,52,2,40.0,0,0.0,0,41.8
S Lanning,CLE,6,284,47.3,52,0,0.0,0,0.0,0,43.7
S Martin,DET,5,229,45.8,52,3,60.0,0,0.0,0,47.8
D Zastudil,ARZ,5,218,43.6,51,2,40.0,0,0.0,0,42.2
S Weatherford,NYG,3,139,46.3,51,0,0.0,1,33.3,0,39.7
K Huber,CIN,5,206,41.2,50,3,60.0,0,0.0,0,39.2
M Scifres,SD,3,145,48.3,49,2,66.7,0,0.0,0,45.0
B Colquitt,DEN,3,129,43.0,48,0,0.0,0,0.0,0,42.3
B Anger,JAX,3,135,45.0,48,2,66.7,0,0.0,0,44.7
J Hekker,STL,3,135,45.0,47,1,33.3,0,0.0,0,43.0
B Kern,TEN,4,140,35.0,46,1,25.0,0,0.0,0,31.3
S Lechler,HOU,2,78,39.0,44,0,0.0,1,50.0,0,29.0
A Podlesh,CHI,3,110,36.7,38,3,100.0,0,0.0,0,36.7
B Nortman,CAR,3,99,33.0,34,3,100.0,0,0.0,0,33.0
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,BUF,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
