Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
R Malone,WSH,7,339,48.4,84,2,28.6,2,28.6,0,37.7
J Ryan,SEA,4,198,49.5,69,1,25.0,0,0.0,0,47.0
B Fields,MIA,5,270,54.0,66,2,40.0,0,0.0,0,47.8
R Allen,NE,6,236,39.3,65,3,50.0,1,16.7,0,36.0
M Scifres,SD,6,287,47.8,61,0,0.0,0,0.0,0,44.3
D Jones,PHI,6,254,42.3,61,4,66.7,1,16.7,0,36.7
S Koch,BAL,9,456,50.7,61,2,22.2,0,0.0,1,39.3
T Morstead,NO,3,148,49.3,61,2,66.7,0,0.0,0,42.3
S Weatherford,NYG,3,164,54.7,60,1,33.3,1,33.3,0,41.7
D Zastudil,ARZ,4,187,46.8,59,3,75.0,1,25.0,0,41.5
M Koenen,TB,7,326,46.6,59,3,42.9,0,0.0,0,45.3
B Colquitt,DEN,7,319,45.6,59,5,71.4,1,14.3,0,40.9
S Lechler,HOU,3,135,45.0,58,3,100.0,0,0.0,0,43.3
D Colquitt,KC,9,363,40.3,58,5,55.6,2,22.2,1,32.3
B Anger,JAX,11,556,50.5,58,2,18.2,1,9.1,0,41.5
S Powell,CIN,9,412,45.8,57,3,33.3,1,11.1,0,40.0
B Nortman,CAR,5,239,47.8,57,2,40.0,0,0.0,0,38.2
A Lee,SF,5,236,47.2,56,1,20.0,1,20.0,0,38.2
M Bosher,ATL,6,281,46.8,56,2,33.3,1,16.7,0,42.3
C Jones,DAL,6,275,45.8,56,2,33.3,0,0.0,0,42.5
B Kern,TEN,5,208,41.6,55,4,80.0,0,0.0,0,41.4
J Hekker,STL,3,147,49.0,55,1,33.3,1,33.3,0,42.0
S Martin,DET,4,152,38.0,55,1,25.0,0,0.0,0,36.5
A Podlesh,CHI,5,232,46.4,54,3,60.0,1,20.0,0,39.8
J Locke,MIN,5,211,42.2,54,1,20.0,0,0.0,0,34.8
K Huber,CIN,4,193,48.3,53,0,0.0,0,0.0,0,48.0
M King,OAK,2,101,50.5,53,0,0.0,1,50.0,0,29.0
S Lanning,CLE,5,225,45.0,52,2,40.0,0,0.0,0,43.6
T Masthay,GB,6,277,46.2,51,1,16.7,0,0.0,0,44.8
Z Mesko,CIN,7,309,44.1,51,1,14.3,0,0.0,0,35.9
S Rocca,WSH,3,126,42.0,47,1,33.3,0,0.0,0,42.0
P McAfee,IND,3,117,39.0,45,1,33.3,0,0.0,0,37.3
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
