Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
S Lechler,HOU,7,412,58.9,65,2,28.6,0,0.0,0,48.3
B Nortman,CAR,7,320,45.7,65,2,28.6,1,14.3,0,37.9
M Koenen,TB,5,212,42.4,62,3,60.0,0,0.0,0,35.6
M Scifres,SD,5,238,47.6,61,4,80.0,0,0.0,0,46.4
J Hekker,STL,5,242,48.4,61,1,20.0,0,0.0,0,43.4
M King,OAK,5,254,50.8,61,3,60.0,0,0.0,1,37.3
A Lee,SF,7,341,48.7,60,1,14.3,0,0.0,0,39.4
B Colquitt,DEN,5,233,46.6,59,0,0.0,1,20.0,0,42.6
M Bosher,ATL,5,267,53.4,59,1,20.0,0,0.0,0,42.4
S Martin,DET,4,178,44.5,59,1,25.0,0,0.0,0,40.5
P McAfee,IND,6,298,49.7,58,0,0.0,0,0.0,0,25.5
D Zastudil,ARZ,5,219,43.8,57,3,60.0,0,0.0,0,41.4
B Moorman,BUF,9,332,36.9,56,3,33.3,2,22.2,0,24.2
S Rocca,WSH,3,135,45.0,56,0,0.0,0,0.0,0,33.7
C Jones,DAL,8,403,50.4,56,4,50.0,0,0.0,0,48.1
S Koch,BAL,8,355,44.4,55,3,37.5,0,0.0,0,36.6
B Fields,MIA,5,257,51.4,55,2,40.0,0,0.0,0,37.0
J Ryan,SEA,2,82,41.0,54,1,50.0,1,50.0,0,31.0
B Kern,TEN,5,219,43.8,53,1,20.0,0,0.0,0,42.6
B Anger,JAX,7,304,43.4,53,3,42.9,1,14.3,0,38.4
S Weatherford,NYG,4,121,30.3,51,0,0.0,0,0.0,0,30.5
T Masthay,GB,2,96,48.0,51,1,50.0,0,0.0,0,48.0
A Podlesh,CHI,5,213,42.6,50,0,0.0,0,0.0,0,42.6
J Locke,MIN,1,50,50.0,50,0,0.0,0,0.0,0,50.0
K Huber,CIN,6,223,37.2,49,0,0.0,0,0.0,0,34.3
M McBriar,PIT,5,195,39.0,46,1,20.0,0,0.0,0,36.4
D Jones,PHI,2,77,38.5,43,1,50.0,0,0.0,0,37.5
T Morstead,NO,1,33,33.0,33,1,100.0,0,0.0,0,33.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
S Janikowski,OAK,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
M Crosby,GB,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,BUF,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
G Gano,CAR,0,0,-,0,0,-,0,-,0,0.0
D Bailey,DAL,0,0,-,0,0,-,0,-,0,0.0
A Henery,PHI,0,0,-,0,0,-,0,-,0,0.0
G Zuerlein,STL,0,0,-,0,0,-,0,-,0,0.0
