Player,Team,Punts,Yds,Avg,Lng,In20,In20%,TB,TB %,Blk,NetAvg
S Lechler,HOU,7,317,45.3,61,2,28.6,1,14.3,0,33.9
B Anger,JAX,6,290,48.3,61,1,16.7,0,0.0,0,45.2
A Lee,SF,7,383,54.7,60,2,28.6,0,0.0,0,52.0
J Ryan,SEA,6,278,46.3,60,4,66.7,1,16.7,0,42.8
P McAfee,IND,3,138,46.0,60,0,0.0,1,33.3,0,36.0
B Colquitt,DEN,2,92,46.0,60,1,50.0,0,0.0,0,35.5
M Bosher,ATL,3,137,45.7,60,2,66.7,0,0.0,0,45.7
J Hekker,STL,11,490,44.5,60,6,54.5,1,9.1,0,42.7
D Zastudil,ARZ,7,320,45.7,59,3,42.9,0,0.0,0,42.6
S Weatherford,NYG,8,399,49.9,59,1,12.5,2,25.0,0,30.8
S Powell,CIN,8,346,43.3,59,3,37.5,1,12.5,0,36.9
S Lanning,CLE,5,214,42.8,59,3,60.0,0,0.0,0,39.8
B Fields,MIA,4,208,52.0,57,0,0.0,1,25.0,0,36.0
S Martin,DET,3,150,50.0,57,1,33.3,1,33.3,0,37.7
J Locke,MIN,4,167,41.8,57,0,0.0,0,0.0,0,41.0
D Colquitt,KC,5,223,44.6,56,2,40.0,0,0.0,0,37.6
R Allen,NE,2,110,55.0,56,0,0.0,1,50.0,0,42.0
R Quigley,NYJ,5,245,49.0,56,1,20.0,0,0.0,0,41.8
D Jones,PHI,4,191,47.8,54,0,0.0,2,50.0,1,30.2
B Kern,TEN,7,293,41.9,54,4,57.1,0,0.0,0,40.9
S Koch,BAL,7,331,47.3,53,2,28.6,0,0.0,0,42.4
M Koenen,TB,8,322,40.3,52,2,25.0,2,25.0,0,34.6
A Podlesh,CHI,5,201,40.2,52,1,20.0,0,0.0,0,28.8
M Scifres,SD,4,159,39.8,51,3,75.0,0,0.0,0,30.3
C Jones,DAL,5,203,40.6,51,0,0.0,1,20.0,0,34.2
T Morstead,NO,3,142,47.3,49,1,33.3,0,0.0,0,45.7
K Huber,CIN,4,155,38.8,43,3,75.0,0,0.0,0,37.0
Z Mesko,CIN,4,143,35.8,42,1,25.0,0,0.0,0,35.8
A Vinatieri,IND,0,0,-,0,0,-,0,-,0,0.0
D Akers,DET,0,0,-,0,0,-,0,-,0,0.0
P Dawson,SF,0,0,-,0,0,-,0,-,0,0.0
R Lindell,TB,0,0,-,0,0,-,0,-,0,0.0
J Feely,ARZ,0,0,-,0,0,-,0,-,0,0.0
B Cundiff,CLE,0,0,-,0,0,-,0,-,0,0.0
M Bryant,ATL,0,0,-,0,0,-,0,-,0,0.0
J Brown,NYG,0,0,-,0,0,-,0,-,0,0.0
J Scobee,JAX,0,0,-,0,0,-,0,-,0,0.0
R Gould,CHI,0,0,-,0,0,-,0,-,0,0.0
S Suisham,PIT,0,0,-,0,0,-,0,-,0,0.0
R Bironas,TEN,0,0,-,0,0,-,0,-,0,0.0
M Nugent,CIN,0,0,-,0,0,-,0,-,0,0.0
N Novak,SD,0,0,-,0,0,-,0,-,0,0.0
S Gostkowski,NE,0,0,-,0,0,-,0,-,0,0.0
N Folk,NYJ,0,0,-,0,0,-,0,-,0,0.0
M Prater,DEN,0,0,-,0,0,-,0,-,0,0.0
D Carpenter,BUF,0,0,-,0,0,-,0,-,0,0.0
G Hartley,NO,0,0,-,0,0,-,0,-,0,0.0
S Hauschka,SEA,0,0,-,0,0,-,0,-,0,0.0
R Succop,KC,0,0,-,0,0,-,0,-,0,0.0
D Bailey,DAL,0,0,-,0,0,-,0,-,0,0.0
